symbol,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,expires,price,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw
BTC251121P00039000,0.68,15,T,0.53,21,E,A,2025-11-19T19:03:13.604080409Z,2025-11-21,39000,0.6992,-0.4025,0.1896,-0.0009,-0.1957,0.0113,0.65,0.7,0.56,6.0,0.59,2025-11-19T05:00:00Z,8.0,0.6375,I,0.65,1.0,2025-11-19T17:42:42.175818778Z,U,0.65,0.65,0.65,1.0,0.65,2025-11-19T17:42:00Z,1.0,0.65,,,,,,,,
BTC270115C00064000,5.96,27,A,2.6,17,U,A,2025-11-19T19:03:09.738708029Z,2027-01-15,64000,0.5862,0.3485,0.0149,0.1094,-0.0118,0.1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115P00048000,14.66,14,E,10.97,15,U,A,2025-11-19T19:03:03.895171103Z,2027-01-15,48000,0.5025,-0.5076,0.0187,-0.3796,-0.007,0.1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251219P00035000,0.98,26,U,0.38,255,A,A,2025-11-19T19:02:51.207733181Z,2025-12-19,35000,0.534,-0.19,0.0449,-0.0067,-0.0264,0.0307,0.66,0.72,0.66,3.0,0.72,2025-11-18T05:00:00Z,10.0,0.69,g,0.66,3.0,2025-11-18T18:15:49.499949175Z,A,0.66,0.66,0.66,2.0,0.66,2025-11-18T18:15:00Z,5.0,0.66,0.72,0.78,0.54,5.0,0.6,2025-11-17T05:00:00Z,10.0,0.623
BTC270115C00037000,13.32,20,A,9.56,13,E, ,2025-11-19T19:00:27.01601139Z,2027-01-15,37000,0.5926,0.685,0.0141,0.1801,-0.0121,0.1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260618C00047000,5.06,342,A,3.58,123,B, ,2025-11-19T19:03:11.161472122Z,2026-06-18,47000,0.555,0.4389,0.0237,0.0751,-0.0169,0.1182,5.69,5.69,5.69,1.0,5.69,2025-11-14T05:00:00Z,2.0,5.69,f,5.69,2.0,2025-11-14T16:01:49.038678065Z,M,5.69,5.69,5.69,1.0,5.69,2025-11-14T16:01:00Z,2.0,5.69,9.5,9.5,9.5,2.0,9.5,2025-10-21T04:00:00Z,4.0,9.5
BTC251219C00034000,6.52,20,U,5.99,267,X,A,2025-11-19T19:02:05.740005017Z,2025-12-19,34000,0.6186,0.8274,0.0365,0.0217,-0.0326,0.0289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251219C00037000,5.17,693,X,3.74,19,U, ,2025-11-19T19:02:05.740120202Z,2025-12-19,37000,0.6895,0.6694,0.0465,0.018,-0.0495,0.041,4.23,4.23,4.23,1.0,4.23,2025-11-19T05:00:00Z,1.0,4.23,g,4.23,1.0,2025-11-19T16:31:42.914063216Z,C,4.23,4.23,4.23,1.0,4.23,2025-11-19T16:31:00Z,1.0,4.23,5.3,5.3,5.3,1.0,5.3,2025-11-18T05:00:00Z,2.0,5.3
BTC251219C00031000,10.18,384,A,8.49,35,B,A,2025-11-19T19:02:57.579904955Z,2025-12-19,31000,0.8872,0.8614,0.022,0.0203,-0.0396,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320P00066000,26.65,34,X,24.62,28,Z, ,2025-11-19T19:00:27.016482561Z,2026-03-20,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115C00044000,9.72,30,A,6.72,22,U,A,2025-11-19T19:03:15.640739619Z,2027-01-15,44000,0.5543,0.5721,0.0167,0.1658,-0.0123,0.1664,11.7,11.7,11.4,6.0,11.4,2025-11-06T05:00:00Z,6.0,11.5,I,11.7,1.0,2025-11-06T17:27:01.362646893Z,N,11.7,11.7,11.7,1.0,11.7,2025-11-06T17:27:00Z,1.0,11.7,,,,,,,,
BTC251219P00074000,35.53,20,B,32.85,20,B,A,2025-11-19T19:02:50.685272926Z,2025-12-19,74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260116C00058000,0.77,164,B,0.07,20,B, ,2025-11-19T19:02:01.905112478Z,2026-01-16,58000,0.6614,0.0955,0.0163,0.0053,-0.0156,0.0267,1.62,1.9,1.62,2.0,1.9,2025-10-31T04:00:00Z,6.0,1.666667,f,1.62,5.0,2025-10-31T18:41:55.400744824Z,M,1.62,1.62,1.62,1.0,1.62,2025-10-31T18:41:00Z,5.0,1.62,4.7,4.7,4.7,1.0,4.7,2025-10-08T04:00:00Z,11.0,4.7
BTC251121C00058000,0.17,23,U,0.0,0,?,A,2025-11-19T19:01:42.971804058Z,2025-11-21,58000,,,,,,,0.02,0.02,0.02,1.0,0.02,2025-11-14T05:00:00Z,5.0,0.02,a,0.02,5.0,2025-11-14T17:56:01.310353478Z,X,0.02,0.02,0.02,1.0,0.02,2025-11-14T17:56:00Z,5.0,0.02,0.04,0.04,0.04,1.0,0.04,2025-11-13T05:00:00Z,1.0,0.04
BTC260618P00043000,8.95,630,X,6.56,612,X, ,2025-11-19T19:02:05.740690058Z,2026-06-18,43000,0.5166,-0.4876,0.0257,-0.156,-0.0119,0.1196,5.3,5.3,5.3,1.0,5.3,2025-11-05T05:00:00Z,9.0,5.3,a,5.3,9.0,2025-11-05T16:59:35.492366419Z,X,5.3,5.3,5.3,1.0,5.3,2025-11-05T16:59:00Z,9.0,5.3,,,,,,,,
BTC270115P00040000,9.44,27,A,6.7,17,U,A,2025-11-19T19:02:53.495360226Z,2027-01-15,40000,0.5196,-0.3722,0.0172,-0.263,-0.0077,0.1604,7.38,7.38,7.38,1.0,7.38,2025-11-17T05:00:00Z,1.0,7.38,f,7.38,1.0,2025-11-17T17:03:17.032475353Z,M,7.38,7.38,7.38,1.0,7.38,2025-11-17T17:03:00Z,1.0,7.38,6.25,6.25,6.25,1.0,6.25,2025-11-04T05:00:00Z,1.0,6.25
BTC260116C00025000,16.72,670,X,14.45,94,A, ,2025-11-19T19:02:05.74002357Z,2026-01-16,25000,1.0911,0.8997,0.0103,0.0316,-0.0281,0.0277,21.0,21.0,21.0,1.0,21.0,2025-11-11T05:00:00Z,14.0,21.0,e,21.0,14.0,2025-11-11T20:07:04.266001933Z,B,21.0,21.0,21.0,1.0,21.0,2025-11-11T20:07:00Z,14.0,21.0,20.1,20.1,20.1,1.0,20.1,2025-11-06T05:00:00Z,3.0,20.1
BTC280121C00051000,12.98,15,U,8.78,21,A,A,2025-11-19T19:02:43.824692272Z,2028-01-21,51000,0.5889,0.5871,0.0114,0.2667,-0.0095,0.2264,17.43,17.43,17.43,1.0,17.43,2025-10-29T04:00:00Z,1.0,17.43,a,17.43,1.0,2025-10-29T13:41:14.258350256Z,X,17.43,17.43,17.43,1.0,17.43,2025-10-29T13:41:00Z,1.0,17.43,20.0,20.0,20.0,3.0,20.0,2025-10-27T04:00:00Z,10.0,20.0
BTC251219P00028000,0.77,280,A,0.0,0,?, ,2025-11-19T19:00:27.012618209Z,2025-12-19,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251121C00060000,0.03,2,J,0.0,0,?, ,2025-11-19T16:23:24.024180862Z,2025-11-21,60000,,,,,,,0.05,0.05,0.05,1.0,0.05,2025-11-19T05:00:00Z,1.0,0.05,g,0.03,1.0,2025-11-19T18:41:52.504118725Z,M,0.05,0.05,0.05,1.0,0.05,2025-11-19T18:41:00Z,1.0,0.05,0.01,0.05,0.01,2.0,0.05,2025-11-18T05:00:00Z,7.0,0.015714
BTC270115P00061000,25.82,12,E,21.16,13,E,A,2025-11-19T19:03:07.163495454Z,2027-01-15,61000,0.5598,-0.6394,0.0158,-0.5632,-0.0059,0.1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115C00080000,3.96,36,A,1.96,18,U,A,2025-11-19T19:02:58.704830908Z,2027-01-15,80000,0.6209,0.2529,0.0121,0.0811,-0.0106,0.1356,2.55,2.55,2.4,2.0,2.4,2025-11-18T05:00:00Z,30.0,2.53,a,2.55,26.0,2025-11-18T16:28:55.484373135Z,X,2.55,2.55,2.4,2.0,2.4,2025-11-18T16:28:00Z,30.0,2.53,2.5,2.5,2.5,2.0,2.5,2025-11-17T05:00:00Z,3.0,2.5
BTC270115P00049000,14.9,13,E,11.28,21,A,A,2025-11-19T19:03:02.967399858Z,2027-01-15,49000,0.4779,-0.5348,0.0196,-0.3952,-0.0063,0.1685,11.95,11.95,11.95,1.0,11.95,2025-10-17T04:00:00Z,1.0,11.95,f,11.95,1.0,2025-10-17T16:01:15.887134704Z,I,11.95,11.95,11.95,1.0,11.95,2025-10-17T16:01:00Z,1.0,11.95,,,,,,,,
BTC260320P00056000,17.66,23,U,15.08,69,E,A,2025-11-19T19:03:05.338296848Z,2026-03-20,56000,0.4441,-0.8837,0.0194,-0.1698,-0.0028,0.0444,10.2,10.2,10.2,1.0,10.2,2025-08-05T04:00:00Z,1.0,10.2,I,10.28,1.0,2025-08-05T14:42:23.458168002Z,X,10.2,10.2,10.2,1.0,10.2,2025-08-05T14:42:00Z,1.0,10.2,,,,,,,,
BTC260320P00050000,12.48,80,A,10.26,47,E,A,2025-11-19T19:03:09.657488389Z,2026-03-20,50000,0.482,-0.7487,0.0291,-0.1356,-0.0101,0.0724,7.35,7.35,7.35,1.0,7.35,2025-11-12T05:00:00Z,2.0,7.35,g,7.35,2.0,2025-11-12T18:13:46.487345604Z,C,7.35,7.35,7.35,1.0,7.35,2025-11-12T18:13:00Z,2.0,7.35,7.01,7.01,7.01,1.0,7.01,2025-11-10T05:00:00Z,2.0,7.01
BTC260116C00064000,0.73,307,A,0.0,0,?,A,2025-11-19T19:00:40.430696866Z,2026-01-16,64000,,,,,,,1.77,1.77,1.65,2.0,1.65,2025-10-13T04:00:00Z,2.0,1.71,f,1.77,1.0,2025-10-13T18:37:55.117590789Z,I,1.77,1.77,1.77,1.0,1.77,2025-10-13T18:37:00Z,1.0,1.77,3.01,3.01,3.01,1.0,3.01,2025-10-06T04:00:00Z,1.0,3.01
BTC260116C00055000,0.58,11,S,0.32,19,U, ,2025-11-19T19:03:06.913560631Z,2026-01-16,55000,0.6042,0.1085,0.0196,0.0061,-0.0157,0.0293,0.4,0.4,0.35,20.0,0.4,2025-11-19T05:00:00Z,26.0,0.39,I,0.4,1.0,2025-11-19T17:40:54.632869987Z,X,0.4,0.4,0.37,6.0,0.37,2025-11-19T17:40:00Z,6.0,0.38,0.4,0.45,0.4,5.0,0.45,2025-11-18T05:00:00Z,22.0,0.405909
BTC260320P00046000,8.76,24,U,7.23,708,X, ,2025-11-19T19:02:42.293164398Z,2026-03-20,46000,0.4503,-0.6609,0.0358,-0.1129,-0.0119,0.0831,7.95,7.95,7.95,1.0,7.95,2025-11-19T05:00:00Z,1.0,7.95,I,7.95,1.0,2025-11-19T15:23:19.045064582Z,Z,7.95,7.95,7.95,1.0,7.95,2025-11-19T15:23:00Z,1.0,7.95,7.0,7.0,7.0,1.0,7.0,2025-11-14T05:00:00Z,3.0,7.0
BTC260320C00045000,3.42,187,X,2.87,12,E,A,2025-11-19T19:03:13.442791114Z,2026-03-20,45000,0.55,0.4137,0.0312,0.0437,-0.0215,0.0885,3.0,3.0,3.0,1.0,3.0,2025-11-19T05:00:00Z,1.0,3.0,I,3.0,1.0,2025-11-19T17:36:08.960513908Z,U,3.0,3.0,3.0,1.0,3.0,2025-11-19T17:36:00Z,1.0,3.0,3.8,3.9,3.5,6.0,3.5,2025-11-18T05:00:00Z,21.0,3.691429
BTC270115C00051000,8.09,35,A,4.96,19,U,A,2025-11-19T19:03:10.920329078Z,2027-01-15,51000,0.5713,0.4816,0.0164,0.1442,-0.0126,0.169,6.5,6.5,6.5,2.0,6.5,2025-11-19T05:00:00Z,2.0,6.5,g,6.5,1.0,2025-11-19T16:39:36.515955375Z,C,6.5,6.5,6.5,2.0,6.5,2025-11-19T16:39:00Z,2.0,6.5,9.45,9.45,9.45,1.0,9.45,2025-11-05T05:00:00Z,1.0,9.45
BTC251219C00068000,0.77,319,A,0.0,0,?,A,2025-11-19T19:00:40.530680352Z,2025-12-19,68000,,,,,,,1.15,1.15,1.15,1.0,1.15,2025-10-08T04:00:00Z,1.0,1.15,I,1.28,1.0,2025-10-08T17:23:12.766813999Z,E,1.15,1.15,1.15,1.0,1.15,2025-10-08T17:23:00Z,1.0,1.15,,,,,,,,
BTC260116P00063000,24.01,20,B,22.02,14,Z,A,2025-11-19T19:02:50.186244574Z,2026-01-16,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC280121P00044000,15.36,1,A,10.91,13,S, ,2025-11-19T19:02:26.57759713Z,2028-01-21,44000,0.5363,-0.3643,0.012,-0.5975,-0.0049,0.2184,11.25,11.25,11.25,1.0,11.25,2025-11-04T05:00:00Z,1.0,11.25,f,11.25,1.0,2025-11-04T19:04:30.563671391Z,I,11.25,11.25,11.25,1.0,11.25,2025-11-04T19:04:00Z,1.0,11.25,,,,,,,,
BTC251121P00046000,7.04,125,X,6.22,83,A, ,2025-11-19T19:03:11.161458803Z,2025-11-21,46000,,,,,,,6.7,6.7,5.67,5.0,5.67,2025-11-19T05:00:00Z,13.0,6.357692,I,6.7,5.0,2025-11-19T18:28:27.511617563Z,C,6.7,6.7,6.7,1.0,6.7,2025-11-19T18:28:00Z,5.0,6.7,4.8,5.38,4.8,3.0,5.38,2025-11-18T05:00:00Z,9.0,5.082222
BTC260116C00046000,1.37,24,B,0.98,13,E,A,2025-11-19T19:03:13.742716792Z,2026-01-16,46000,0.5098,0.266,0.0409,0.0148,-0.0237,0.0516,1.35,1.35,1.35,1.0,1.35,2025-11-19T05:00:00Z,1.0,1.35,a,1.35,1.0,2025-11-19T17:23:13.843375539Z,X,1.35,1.35,1.35,1.0,1.35,2025-11-19T17:23:00Z,1.0,1.35,1.65,1.65,1.54,3.0,1.54,2025-11-18T05:00:00Z,4.0,1.6225
BTC260320P00063000,24.58,33,X,21.87,27,Z, ,2025-11-19T19:00:27.013706219Z,2026-03-20,63000,0.5336,-0.9082,0.0136,-0.1957,-0.0021,0.0374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320C00064000,1.02,141,B,0.27,14,E,A,2025-11-19T19:01:59.21144113Z,2026-03-20,64000,0.5929,0.1131,0.0142,0.0126,-0.0111,0.0436,0.57,0.57,0.57,1.0,0.57,2025-11-17T05:00:00Z,3.0,0.57,g,0.57,3.0,2025-11-17T20:30:16.144060425Z,C,0.57,0.57,0.57,1.0,0.57,2025-11-17T20:30:00Z,3.0,0.57,1.32,1.32,1.32,2.0,1.32,2025-11-04T05:00:00Z,3.0,1.32
BTC251219P00049000,10.03,13,E,8.0,35,B, ,2025-11-19T19:01:42.919412083Z,2025-12-19,49000,,,,,,,5.42,5.42,5.42,1.0,5.42,2025-11-13T05:00:00Z,1.0,5.42,g,5.42,1.0,2025-11-13T18:48:52.572333284Z,C,5.42,5.42,5.42,1.0,5.42,2025-11-13T18:48:00Z,1.0,5.42,4.2,4.5,4.2,2.0,4.5,2025-11-11T05:00:00Z,15.0,4.3
BTC260116C00035000,6.82,306,A,6.11,23,U,A,2025-11-19T19:02:58.906819199Z,2026-01-16,35000,0.6255,0.7352,0.0333,0.0358,-0.0302,0.0515,6.8,7.3,6.8,2.0,7.3,2025-11-19T05:00:00Z,2.0,7.05,I,6.8,1.0,2025-11-19T15:34:17.110245162Z,U,6.8,6.8,6.8,1.0,6.8,2025-11-19T15:34:00Z,1.0,6.8,7.51,7.51,7.51,1.0,7.51,2025-11-18T05:00:00Z,5.0,7.51
BTC270115P00069000,31.99,11,U,28.11,13,E,A,2025-11-19T19:02:29.689874688Z,2027-01-15,69000,0.5586,-0.7137,0.0144,-0.6729,-0.004,0.1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251219P00072000,32.88,13,Z,30.95,20,B, ,2025-11-19T19:00:05.195797079Z,2025-12-19,72000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320C00048000,2.63,245,A,2.02,23,U,A,2025-11-19T19:02:50.769787104Z,2026-03-20,48000,0.5447,0.334,0.0294,0.036,-0.0197,0.0826,2.43,2.5,2.2,9.0,2.5,2025-11-19T05:00:00Z,57.0,2.392281,f,2.43,2.0,2025-11-19T16:34:16.555808759Z,I,2.43,2.43,2.43,1.0,2.43,2025-11-19T16:34:00Z,2.0,2.43,2.57,2.57,2.57,1.0,2.57,2025-11-17T05:00:00Z,2.0,2.57
BTC260320P00041000,5.58,15,E,4.18,648,X,A,2025-11-19T19:02:58.449147176Z,2026-03-20,41000,0.4742,-0.4837,0.037,-0.0794,-0.0152,0.0905,4.9,4.9,4.9,1.0,4.9,2025-11-17T05:00:00Z,1.0,4.9,I,4.9,1.0,2025-11-17T19:37:13.087077899Z,J,4.9,4.9,4.9,1.0,4.9,2025-11-17T19:37:00Z,1.0,4.9,3.28,3.28,3.08,2.0,3.08,2025-11-04T05:00:00Z,10.0,3.18
BTC251219C00051000,0.73,541,A,0.07,23,U,A,2025-11-19T19:03:01.843696858Z,2025-12-19,51000,0.6825,0.1152,0.0252,0.0034,-0.0254,0.022,0.2,0.25,0.2,4.0,0.25,2025-11-18T05:00:00Z,14.0,0.205714,I,0.2,3.0,2025-11-18T15:34:25.478595968Z,S,0.2,0.2,0.2,1.0,0.2,2025-11-18T15:34:00Z,3.0,0.2,0.25,0.35,0.25,5.0,0.35,2025-11-17T05:00:00Z,8.0,0.29375
BTC270115C00050000,8.0,20,U,4.98,19,U, ,2025-11-19T19:00:35.277461436Z,2027-01-15,50000,0.5544,0.487,0.017,0.147,-0.0123,0.1691,6.57,6.57,6.56,2.0,6.56,2025-11-19T05:00:00Z,2.0,6.565,g,6.57,1.0,2025-11-19T16:39:36.515955375Z,C,6.57,6.57,6.56,2.0,6.56,2025-11-19T16:39:00Z,2.0,6.565,6.8,7.63,6.8,8.0,7.29,2025-11-17T05:00:00Z,30.0,7.383
BTC260320C00075000,0.63,265,A,0.0,0,?,A,2025-11-19T19:00:49.723898268Z,2026-03-20,75000,,,,,,,0.35,0.35,0.35,1.0,0.35,2025-11-14T05:00:00Z,1.0,0.35,a,0.35,1.0,2025-11-14T18:12:42.905371449Z,X,0.35,0.35,0.35,1.0,0.35,2025-11-14T18:12:00Z,1.0,0.35,1.6,1.6,1.6,1.0,1.6,2025-10-21T04:00:00Z,1.0,1.6
BTC270115P00056000,20.12,14,E,17.31,12,E, ,2025-11-19T19:00:27.015675345Z,2027-01-15,56000,0.5066,-0.617,0.0178,-0.4977,-0.0056,0.1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320C00060000,1.02,27,M,0.68,1,U, ,2025-11-19T19:01:45.36922372Z,2026-03-20,60000,0.5773,0.1451,0.0174,0.0162,-0.0129,0.0518,0.8,0.89,0.8,2.0,0.89,2025-11-19T05:00:00Z,105.0,0.885714,I,0.8,5.0,2025-11-19T16:27:45.972750175Z,U,0.8,0.8,0.8,1.0,0.8,2025-11-19T16:27:00Z,5.0,0.8,1.04,1.06,0.9,6.0,0.98,2025-11-17T05:00:00Z,6.0,0.986667
BTC260618C00025000,18.28,370,X,15.42,117,B, ,2025-11-19T19:02:05.740309434Z,2026-06-18,25000,0.7394,0.8708,0.0095,0.1011,-0.0128,0.0632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115P00054000,18.99,13,E,15.68,16,A, ,2025-11-19T19:00:27.015675345Z,2027-01-15,54000,0.515,-0.5863,0.0178,-0.4678,-0.0062,0.1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251219C00057000,0.62,240,B,0.0,0,?,A,2025-11-19T19:00:27.247413394Z,2025-12-19,57000,,,,,,,0.18,0.18,0.18,1.0,0.18,2025-11-13T05:00:00Z,1.0,0.18,a,0.18,1.0,2025-11-13T18:56:01.875362194Z,X,0.18,0.18,0.18,1.0,0.18,2025-11-13T18:56:00Z,1.0,0.18,0.38,0.38,0.38,1.0,0.38,2025-11-11T05:00:00Z,4.0,0.38
BTC251219P00080000,40.69,18,Z,39.55,20,B, ,2025-11-19T19:00:05.195797079Z,2025-12-19,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251121C00042000,0.13,2,U,0.03,21,U, ,2025-11-19T19:00:52.927070088Z,2025-11-21,42000,0.6328,0.0943,0.091,0.0002,-0.0781,0.0049,0.12,0.15,0.05,8.0,0.12,2025-11-19T05:00:00Z,12.0,0.123333,a,0.12,1.0,2025-11-19T18:21:48.337661044Z,C,0.12,0.12,0.12,1.0,0.12,2025-11-19T18:21:00Z,1.0,0.12,0.55,0.65,0.3,23.0,0.35,2025-11-18T05:00:00Z,290.0,0.39869
BTC260618C00046000,5.22,363,A,4.16,13,E,A,2025-11-19T19:03:15.27982468Z,2026-06-18,46000,0.5622,0.4618,0.0236,0.0782,-0.0172,0.1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115P00072000,35.14,12,E,30.89,12,E,A,2025-11-19T19:03:03.818663867Z,2027-01-15,72000,0.588,-0.7165,0.0136,-0.7084,-0.0042,0.1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320C00080000,0.77,275,A,0.0,0,?,A,2025-11-19T19:00:53.024935584Z,2026-03-20,80000,,,,,,,0.45,0.45,0.45,1.0,0.45,2025-11-12T05:00:00Z,1.0,0.45,I,0.45,1.0,2025-11-12T19:33:01.304964037Z,I,0.45,0.45,0.45,1.0,0.45,2025-11-12T19:33:00Z,1.0,0.45,0.6,0.6,0.6,1.0,0.6,2025-11-05T05:00:00Z,30.0,0.6
BTC270115P00041000,9.74,18,U,6.8,17,A, ,2025-11-19T19:00:27.015941676Z,2027-01-15,41000,0.4965,-0.3938,0.0183,-0.2752,-0.0073,0.1632,7.4,7.4,7.4,1.0,7.4,2025-11-14T05:00:00Z,3.0,7.4,g,7.4,3.0,2025-11-14T20:39:49.167187908Z,C,7.4,7.4,7.4,1.0,7.4,2025-11-14T20:39:00Z,3.0,7.4,6.8,6.8,6.8,1.0,6.8,2025-11-12T05:00:00Z,5.0,6.8
BTC251121P00063000,24.2,58,X,21.76,38,A, ,2025-11-19T19:00:27.017133711Z,2025-11-21,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260116P00062000,23.0,14,Z,20.82,21,E,A,2025-11-19T19:03:00.828415078Z,2026-01-16,62000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251219C00062000,0.67,488,A,0.0,0,?, ,2025-11-19T19:02:44.959942917Z,2025-12-19,62000,,,,,,,0.72,0.72,0.72,1.0,0.72,2025-10-28T04:00:00Z,1.0,0.72,a,0.72,1.0,2025-10-28T19:41:50.660361213Z,X,0.72,0.72,0.72,1.0,0.72,2025-10-28T19:41:00Z,1.0,0.72,0.75,0.82,0.75,2.0,0.82,2025-10-24T04:00:00Z,4.0,0.8025
BTC251219P00041000,3.37,26,U,2.76,247,A,A,2025-11-19T19:02:38.010650578Z,2025-12-19,41000,0.4971,-0.5707,0.0699,-0.021,-0.034,0.0444,3.0,3.1,2.62,3.0,2.62,2025-11-19T05:00:00Z,8.0,2.965,a,3.0,6.0,2025-11-19T16:58:34.828154757Z,C,3.0,3.0,3.0,1.0,3.0,2025-11-19T16:58:00Z,6.0,3.0,2.27,2.58,2.1,8.0,2.58,2025-11-18T05:00:00Z,40.0,2.3525
BTC280121P00056000,23.17,14,E,19.14,13,U,A,2025-11-19T19:02:35.811459245Z,2028-01-21,56000,0.5325,-0.4854,0.0129,-0.8755,-0.0042,0.2318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115C00068000,5.48,17,X,0.68,11,E, ,2025-11-19T19:02:48.40034226Z,2027-01-15,68000,0.5419,0.2828,0.0147,0.0933,-0.01,0.1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251121P00064000,25.43,56,A,23.25,46,X, ,2025-11-19T19:00:27.016958649Z,2025-11-21,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115C00071000,4.73,34,A,1.73,23,U,A,2025-11-19T19:03:14.304078659Z,2027-01-15,71000,0.5764,0.283,0.0138,0.0917,-0.0106,0.1435,6.7,6.7,6.7,1.0,6.7,2025-10-14T04:00:00Z,1.0,6.7,I,6.7,1.0,2025-10-14T13:30:16.322621923Z,C,6.7,6.7,6.7,1.0,6.7,2025-10-14T13:30:00Z,1.0,6.7,,,,,,,,
BTC270115P00039000,8.54,15,U,5.88,14,E, ,2025-11-19T19:00:27.015675345Z,2027-01-15,39000,0.5007,-0.3577,0.0176,-0.2465,-0.0074,0.1583,6.13,6.13,5.5,2.0,5.5,2025-11-04T05:00:00Z,2.0,5.815,a,6.13,1.0,2025-11-04T17:13:44.553372565Z,X,6.13,6.13,6.13,1.0,6.13,2025-11-04T17:13:00Z,1.0,6.13,6.9,6.9,6.9,1.0,6.9,2025-10-17T04:00:00Z,1.0,6.9
BTC251121C00041000,0.37,24,M,0.18,16,U, ,2025-11-19T19:02:05.740927199Z,2025-11-21,41000,0.699,0.2359,0.1509,0.0005,-0.1581,0.009,0.28,0.75,0.27,12.0,0.65,2025-11-19T05:00:00Z,62.0,0.365,g,0.28,1.0,2025-11-19T18:46:11.961061652Z,A,0.28,0.28,0.28,1.0,0.28,2025-11-19T18:46:00Z,1.0,0.28,1.02,1.12,0.65,12.0,0.95,2025-11-18T05:00:00Z,24.0,0.964583
BTC251219P00067000,28.24,14,Z,25.9,20,B,A,2025-11-19T19:03:03.183254391Z,2025-12-19,67000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC280121C00046000,13.76,9,U,10.16,25,E,A,2025-11-19T19:02:06.301478062Z,2028-01-21,46000,0.5792,0.6294,0.0112,0.2795,-0.0092,0.2196,12.9,12.9,12.9,1.0,12.9,2025-11-18T05:00:00Z,1.0,12.9,I,12.9,1.0,2025-11-18T20:41:17.349755541Z,I,12.9,12.9,12.9,1.0,12.9,2025-11-18T20:41:00Z,1.0,12.9,12.3,12.3,12.3,1.0,12.3,2025-11-17T05:00:00Z,9.0,12.3
BTC251219C00073000,0.73,308,A,0.0,0,?,A,2025-11-19T19:00:44.169643149Z,2025-12-19,73000,,,,,,,0.35,0.35,0.34,2.0,0.34,2025-11-17T05:00:00Z,2.0,0.345,f,0.35,1.0,2025-11-17T14:55:05.343820309Z,W,0.35,0.35,0.34,2.0,0.34,2025-11-17T14:55:00Z,2.0,0.345,0.3,0.3,0.3,1.0,0.3,2025-10-17T04:00:00Z,1.0,0.3
BTC260116P00056000,16.88,32,A,14.71,28,Z, ,2025-11-19T19:00:27.013881175Z,2026-01-16,56000,,,,,,,6.06,6.06,6.06,2.0,6.06,2025-10-08T04:00:00Z,5.0,6.06,a,6.06,2.0,2025-10-08T14:07:01.632388376Z,B,6.06,6.06,6.06,2.0,6.06,2025-10-08T14:07:00Z,5.0,6.06,6.06,6.06,6.06,1.0,6.06,2025-10-07T04:00:00Z,3.0,6.06
