symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,expires,price,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw
BTC251219C00056000,0.15,0.15,0.15,1.0,0.15,2025-11-14T05:00:00Z,1.0,0.15,0.73,405,X,0.0,0,?, ,2025-11-19T19:01:42.772657789Z,a,0.15,1.0,2025-11-14T19:31:49.12435941Z,X,0.15,0.15,0.15,1.0,0.15,2025-11-14T19:31:00Z,1.0,0.15,2025-12-19,56000,,,,,,,0.05,0.05,0.05,1.0,0.05,2025-11-12T05:00:00Z,1.0,0.05
BTC280121P00057000,,,,,,,,,24.58,11,E,19.76,12,E,A,2025-11-19T19:04:54.90576719Z,,,,,,,,,,,,,,2028-01-21,57000,0.5455,-0.4867,0.0126,-0.8989,-0.0043,0.2319,,,,,,,,
BTC280121P00039000,9.6,9.6,9.6,1.0,9.6,2025-11-18T05:00:00Z,1.0,9.6,12.73,8,U,8.22,21,A,A,2025-11-19T19:04:59.214496141Z,I,9.6,1.0,2025-11-18T20:33:07.357531869Z,P,9.6,9.6,9.6,1.0,9.6,2025-11-18T20:33:00Z,1.0,9.6,2028-01-21,39000,0.5531,-0.3052,0.0109,-0.4892,-0.0051,0.2038,10.1,10.1,10.1,1.0,10.1,2025-11-17T05:00:00Z,1.0,10.1
BTC251219C00025000,17.8,17.8,17.8,1.0,17.8,2025-11-14T05:00:00Z,3.0,17.8,16.07,426,A,13.77,35,B,A,2025-11-19T19:04:49.88523192Z,I,17.66,3.0,2025-11-14T18:10:40.748103503Z,U,17.8,17.8,17.8,1.0,17.8,2025-11-14T18:10:00Z,3.0,17.8,2025-12-19,25000,,,,,,,28.21,28.21,28.21,1.0,28.21,2025-07-30T04:00:00Z,1.0,28.21
BTC260320C00042000,4.4,4.5,4.4,2.0,4.5,2025-11-19T05:00:00Z,11.0,4.409091,4.48,251,A,2.6,728,X,A,2025-11-19T19:04:57.863372033Z,I,4.38,10.0,2025-11-19T18:00:49.122093605Z,I,4.4,4.4,4.4,1.0,4.4,2025-11-19T18:00:00Z,10.0,4.4,2026-03-20,42000,0.4829,0.4842,0.0363,0.0516,-0.0197,0.0906,4.5,4.5,4.5,1.0,4.5,2025-11-18T05:00:00Z,5.0,4.5
BTC260320P00055000,8.8,8.8,8.8,1.0,8.8,2025-10-13T04:00:00Z,5.0,8.8,16.27,23,U,14.15,62,E,A,2025-11-19T19:04:31.794088631Z,I,8.8,5.0,2025-10-13T14:09:30.077312454Z,N,8.8,8.8,8.8,1.0,8.8,2025-10-13T14:09:00Z,5.0,8.8,2026-03-20,55000,0.3906,-0.9045,0.0191,-0.1687,-0.0009,0.0386,7.2,7.2,7.2,2.0,7.2,2025-10-08T04:00:00Z,2.0,7.2
BTC270115P00034000,4.72,4.72,4.72,1.0,4.72,2025-11-18T05:00:00Z,2.0,4.72,6.29,21,U,3.34,22,A,A,2025-11-19T19:02:05.740661647Z,a,4.72,2.0,2025-11-18T14:34:08.368363369Z,X,4.72,4.72,4.72,1.0,4.72,2025-11-18T14:34:00Z,2.0,4.72,2027-01-15,34000,0.5083,-0.2679,0.0153,-0.1779,-0.007,0.1397,3.27,3.27,3.27,1.0,3.27,2025-10-30T04:00:00Z,1.0,3.27
BTC251121C00038000,,,,,,,,,3.14,711,X,1.43,69,A,A,2025-11-19T19:04:50.857664513Z,,,,,,,,,,,,,,2025-11-21,38000,1.2534,0.6755,0.0982,0.0013,-0.3319,0.0105,,,,,,,,
BTC260320C00055000,1.3,1.65,1.3,9.0,1.65,2025-11-19T05:00:00Z,100.0,1.5065,1.62,239,A,0.92,23,U,A,2025-11-19T19:04:54.864154942Z,a,1.3,41.0,2025-11-19T14:37:44.725358948Z,X,1.3,1.65,1.3,9.0,1.65,2025-11-19T14:37:00Z,100.0,1.5065,2026-03-20,55000,0.5622,0.2048,0.0222,0.0226,-0.0157,0.0645,2.0,2.2,2.0,4.0,2.2,2025-11-13T05:00:00Z,4.0,2.1375
BTC260320P00062000,,,,,,,,,23.01,34,A,20.88,27,E, ,2025-11-19T19:00:27.013855742Z,,,,,,,,,,,,,,2026-03-20,62000,0.4311,-0.9501,0.0105,-0.197,0.0021,0.0234,,,,,,,,
BTC260116C00052000,0.91,0.91,0.91,1.0,0.91,2025-11-14T05:00:00Z,1.0,0.91,0.97,285,A,0.18,22,A,A,2025-11-19T19:04:48.592985573Z,a,0.91,1.0,2025-11-14T16:23:45.204365483Z,X,0.91,0.91,0.91,1.0,0.91,2025-11-14T16:23:00Z,1.0,0.91,2026-01-16,52000,0.5662,0.1395,0.0249,0.0078,-0.0176,0.0349,1.75,1.8,1.75,3.0,1.8,2025-11-11T05:00:00Z,11.0,1.795455
BTC260320C00062000,2.3,2.3,2.3,1.0,2.3,2025-10-17T04:00:00Z,1.0,2.3,1.08,141,B,0.37,15,E,A,2025-11-19T19:04:39.28524953Z,I,2.3,1.0,2025-10-17T14:27:36.656332053Z,D,2.3,2.3,2.3,1.0,2.3,2025-10-17T14:27:00Z,1.0,2.3,2026-03-20,62000,0.5818,0.1264,0.0157,0.0141,-0.0118,0.0471,3.45,3.45,3.45,1.0,3.45,2025-10-14T04:00:00Z,5.0,3.45
BTC251219C00051000,0.2,0.25,0.2,4.0,0.25,2025-11-18T05:00:00Z,14.0,0.205714,0.73,540,A,0.07,23,U,A,2025-11-19T19:04:02.296819704Z,I,0.2,3.0,2025-11-18T15:34:25.478595968Z,S,0.2,0.2,0.2,1.0,0.2,2025-11-18T15:34:00Z,3.0,0.2,2025-12-19,51000,0.6814,0.1153,0.0252,0.0034,-0.0254,0.022,0.25,0.35,0.25,5.0,0.35,2025-11-17T05:00:00Z,8.0,0.29375
BTC260116C00071000,0.8,0.8,0.8,1.0,0.8,2025-09-29T04:00:00Z,1.0,0.8,0.77,376,X,0.0,0,?, ,2025-11-19T19:01:42.771825594Z,a,0.8,1.0,2025-09-29T13:56:54.004365838Z,X,0.8,0.8,0.8,1.0,0.8,2025-09-29T13:56:00Z,1.0,0.8,2026-01-16,71000,,,,,,,0.9,0.9,0.9,1.0,0.9,2025-09-15T04:00:00Z,1.0,0.9
BTC251219P00037000,1.45,1.45,1.45,1.0,1.45,2025-11-19T05:00:00Z,1.0,1.45,1.47,12,U,1.23,25,E,A,2025-11-19T19:03:25.764336946Z,I,1.42,1.0,2025-11-19T14:47:43.30954156Z,J,1.45,1.45,1.45,1.0,1.45,2025-11-19T14:47:00Z,1.0,1.45,2025-12-19,37000,0.5562,-0.3072,0.0558,-0.0111,-0.0354,0.0398,1.0,1.0,1.0,1.0,1.0,2025-11-18T05:00:00Z,1.0,1.0
BTC251219P00033000,0.55,0.55,0.28,4.0,0.33,2025-11-19T05:00:00Z,22.0,0.327273,0.58,1,I,0.07,1333,A,A,2025-11-19T19:04:31.507582493Z,I,0.53,2.0,2025-11-19T16:46:41.847520418Z,A,0.55,0.55,0.55,1.0,0.55,2025-11-19T16:46:00Z,2.0,0.55,2025-12-19,33000,0.5385,-0.1045,0.0297,-0.0037,-0.0179,0.0205,0.45,0.45,0.45,1.0,0.45,2025-11-14T05:00:00Z,1.0,0.45
BTC251219C00061000,1.2,1.2,1.2,1.0,1.2,2025-10-23T04:00:00Z,10.0,1.2,0.73,363,X,0.0,0,?, ,2025-11-19T19:01:42.772302001Z,I,1.03,10.0,2025-10-23T19:22:16.022192992Z,B,1.2,1.2,1.2,1.0,1.2,2025-10-23T19:22:00Z,10.0,1.2,2025-12-19,61000,,,,,,,1.1,1.1,1.05,2.0,1.05,2025-10-20T04:00:00Z,2.0,1.075
BTC251121C00057000,0.07,0.07,0.07,1.0,0.07,2025-11-13T05:00:00Z,4.0,0.07,0.93,510,A,0.0,0,?,A,2025-11-19T19:01:44.279849086Z,I,0.07,4.0,2025-11-13T17:51:02.226301501Z,Z,0.07,0.07,0.07,1.0,0.07,2025-11-13T17:51:00Z,4.0,0.07,2025-11-21,57000,,,,,,,0.13,0.13,0.13,1.0,0.13,2025-11-11T05:00:00Z,1.0,0.13
BTC260320P00064000,,,,,,,,,25.51,36,A,23.68,31,B,A,2025-11-19T19:03:41.541637783Z,,,,,,,,,,,,,,2026-03-20,64000,0.6389,-0.8635,0.0151,-0.1945,-0.007,0.0497,,,,,,,,
BTC251121P00064000,,,,,,,,,25.43,56,A,23.25,46,X, ,2025-11-19T19:00:27.016958649Z,,,,,,,,,,,,,,2025-11-21,64000,,,,,,,,,,,,,,
BTC260320P00049000,5.95,5.95,5.95,1.0,5.95,2025-11-03T05:00:00Z,1.0,5.95,11.28,14,U,9.56,64,E,A,2025-11-19T19:04:06.198951767Z,g,5.95,1.0,2025-11-03T15:58:01.079681813Z,C,5.95,5.95,5.95,1.0,5.95,2025-11-03T15:58:00Z,1.0,5.95,2026-03-20,49000,0.4652,-0.7347,0.031,-0.1307,-0.0102,0.0745,4.5,4.5,4.5,1.0,4.5,2025-10-07T04:00:00Z,1.0,4.5
BTC260116C00060000,0.42,0.42,0.42,1.0,0.42,2025-11-19T05:00:00Z,10.0,0.42,0.77,542,A,0.12,23,U,A,2025-11-19T19:04:43.546422754Z,f,0.42,10.0,2025-11-19T18:06:04.652822511Z,W,0.42,0.42,0.42,1.0,0.42,2025-11-19T18:06:00Z,10.0,0.42,2026-01-16,60000,0.7124,0.0948,0.0151,0.0052,-0.0167,0.0265,0.3,0.5,0.24,4.0,0.24,2025-11-18T05:00:00Z,11.0,0.361818
BTC251121P00058000,12.2,12.2,12.2,1.0,12.2,2025-11-04T05:00:00Z,4.0,12.2,18.88,36,E,16.62,41,C,A,2025-11-19T19:04:47.011534105Z,f,12.2,4.0,2025-11-04T15:37:29.616536999Z,I,12.2,12.2,12.2,1.0,12.2,2025-11-04T15:37:00Z,4.0,12.2,2025-11-21,58000,,,,,,,7.3,7.3,7.3,1.0,7.3,2025-10-10T04:00:00Z,1.0,7.3
BTC260116P00049000,8.53,8.59,8.53,2.0,8.59,2025-11-18T05:00:00Z,2.0,8.56,10.32,25,M,8.52,51,C,A,2025-11-19T19:04:16.968310328Z,f,8.53,1.0,2025-11-18T18:03:58.524181861Z,N,8.53,8.59,8.53,2.0,8.59,2025-11-18T18:03:00Z,2.0,8.56,2026-01-16,49000,0.353,-0.9228,0.0261,-0.0728,-0.002,0.0228,7.18,7.18,7.18,1.0,7.18,2025-11-14T05:00:00Z,1.0,7.18
BTC270115C00069000,,,,,,,,,4.98,40,A,2.07,22,U,A,2025-11-19T19:04:56.401056056Z,,,,,,,,,,,,,,2027-01-15,69000,0.5803,0.3018,0.0142,0.0969,-0.011,0.1479,,,,,,,,
BTC251121P00044000,3.1,3.73,3.1,3.0,3.73,2025-11-19T05:00:00Z,3.0,3.476667,4.78,19,U,3.22,82,C,A,2025-11-19T19:04:30.809017588Z,I,3.22,1.0,2025-11-19T18:25:37.678038322Z,E,3.1,3.1,3.1,1.0,3.1,2025-11-19T18:25:00Z,1.0,3.1,2025-11-21,44000,,,,,,,2.78,3.48,2.7,4.0,3.48,2025-11-18T05:00:00Z,4.0,3.1075
BTC270115C00059000,,,,,,,,,6.46,13,E,2.48,14,A,A,2025-11-19T19:04:59.91538663Z,,,,,,,,,,,,,,2027-01-15,59000,0.5472,0.374,0.0163,0.1189,-0.0114,0.1608,,,,,,,,
BTC260320P00040000,4.75,4.77,4.64,5.0,4.64,2025-11-19T05:00:00Z,9.0,4.718889,5.05,15,E,4.48,15,E, ,2025-11-19T19:00:27.014371919Z,a,4.75,4.0,2025-11-19T17:59:10.783358255Z,X,4.75,4.75,4.75,1.0,4.75,2025-11-19T17:59:00Z,4.0,4.75,2026-03-20,40000,0.5255,-0.441,0.033,-0.0735,-0.0171,0.0896,4.0,4.0,4.0,1.0,4.0,2025-11-18T05:00:00Z,12.0,4.0
BTC260618C00055000,2.71,2.72,2.71,2.0,2.72,2025-11-19T05:00:00Z,3.0,2.716667,3.22,524,A,1.84,210,A,A,2025-11-19T19:04:19.851300175Z,f,2.71,1.0,2025-11-19T17:52:10.601146468Z,M,2.71,2.72,2.71,2.0,2.72,2025-11-19T17:52:00Z,3.0,2.716667,2026-06-18,55000,0.5502,0.2969,0.021,0.0531,-0.0145,0.1038,2.61,2.61,2.61,1.0,2.61,2025-11-17T05:00:00Z,3.0,2.61
BTC260618C00025000,,,,,,,,,18.28,370,X,15.42,117,B, ,2025-11-19T19:02:05.740309434Z,,,,,,,,,,,,,,2026-06-18,25000,0.7367,0.8715,0.0095,0.1014,-0.0128,0.063,,,,,,,,
BTC280121P00080000,,,,,,,,,42.29,12,E,40.25,10,U,A,2025-11-19T19:01:42.817483962Z,,,,,,,,,,,,,,2028-01-21,80000,0.5981,-0.6102,0.011,-1.4198,-0.0025,0.2231,,,,,,,,
BTC260618C00051000,8.4,8.4,8.4,1.0,8.4,2025-10-29T04:00:00Z,7.0,8.4,3.93,517,A,2.82,17,U,A,2025-11-19T19:04:56.091558875Z,I,8.4,7.0,2025-10-29T14:14:28.520135125Z,B,8.4,8.4,8.4,1.0,8.4,2025-10-29T14:14:00Z,7.0,8.4,2026-06-18,51000,0.5576,0.366,0.0225,0.064,-0.016,0.1129,,,,,,,,
BTC251219C00027000,,,,,,,,,14.13,379,A,11.12,55,A,A,2025-11-19T19:04:34.744727626Z,,,,,,,,,,,,,,2025-12-19,27000,0.711,0.9761,0.007,0.0213,-0.0103,0.0064,,,,,,,,
BTC260116P00064000,,,,,,,,,24.9,16,X,22.61,20,B, ,2025-11-19T19:00:05.195792038Z,,,,,,,,,,,,,,2026-01-16,64000,,,,,,,,,,,,,,
BTC260116P00054000,14.0,14.0,14.0,1.0,14.0,2025-11-19T05:00:00Z,1.0,14.0,14.74,8,U,12.75,29,E, ,2025-11-19T19:00:27.013881175Z,I,14.0,1.0,2025-11-19T14:30:02.190474968Z,D,14.0,14.0,14.0,1.0,14.0,2025-11-19T14:30:00Z,1.0,14.0,2026-01-16,54000,,,,,,,11.8,11.8,11.8,1.0,11.8,2025-11-14T05:00:00Z,10.0,11.8
BTC251121P00051000,5.8,6.1,5.8,3.0,6.1,2025-11-07T05:00:00Z,7.0,5.842857,11.61,20,U,9.75,40,B, ,2025-11-19T19:00:27.016798553Z,I,5.8,1.0,2025-11-07T19:05:20.251610382Z,A,5.8,5.8,5.8,1.0,5.8,2025-11-07T19:05:00Z,1.0,5.8,2025-11-21,51000,,,,,,,6.9,6.9,5.49,2.0,5.49,2025-11-04T05:00:00Z,2.0,6.195
BTC270115C00072000,7.08,7.08,7.08,1.0,7.08,2025-10-02T04:00:00Z,1.0,7.08,5.59,24,S,0.58,11,E,A,2025-11-19T19:03:36.05932286Z,f,7.08,1.0,2025-10-02T13:38:04.241593885Z,I,7.08,7.08,7.08,1.0,7.08,2025-10-02T13:38:00Z,1.0,7.08,2027-01-15,72000,0.5736,0.2737,0.0137,0.0892,-0.0103,0.1412,,,,,,,,
BTC260320P00080000,,,,,,,,,40.98,20,B,38.13,20,B, ,2025-11-19T19:00:35.299994323Z,,,,,,,,,,,,,,2026-03-20,80000,0.4686,-0.9926,0.0019,-0.261,0.0074,0.0046,,,,,,,,
BTC280121C00070000,6.94,6.94,6.94,1.0,6.94,2025-11-17T05:00:00Z,1.0,6.94,9.03,19,A,5.48,1,S, ,2025-11-19T19:04:48.434058353Z,g,6.94,1.0,2025-11-17T16:00:48.185448237Z,A,6.94,6.94,6.94,1.0,6.94,2025-11-17T16:00:00Z,1.0,6.94,2028-01-21,70000,0.5861,0.4408,0.0116,0.2203,-0.0094,0.2295,8.72,8.72,8.72,1.0,8.72,2025-11-04T05:00:00Z,3.0,8.72
BTC251219P00055000,12.23,12.23,12.23,1.0,12.23,2025-11-14T05:00:00Z,1.0,12.23,16.87,17,Z,13.58,21,E,A,2025-11-19T19:03:52.316533589Z,k,12.23,1.0,2025-11-14T15:38:09.857719843Z,M,12.23,12.23,12.23,1.0,12.23,2025-11-14T15:38:00Z,1.0,12.23,2025-12-19,55000,,,,,,,6.43,6.43,6.43,1.0,6.43,2025-10-29T04:00:00Z,1.0,6.43
BTC260618C00057000,4.2,4.2,4.2,1.0,4.2,2025-11-05T05:00:00Z,2.0,4.2,2.98,304,A,0.22,1052,A,A,2025-11-19T19:04:44.308987554Z,f,4.2,2.0,2025-11-05T16:00:11.00441389Z,J,4.2,4.2,4.2,1.0,4.2,2025-11-05T16:00:00Z,2.0,4.2,2026-06-18,57000,0.485,0.2252,0.0206,0.0421,-0.0111,0.09,,,,,,,,
BTC270115C00026000,24.66,24.66,24.66,1.0,24.66,2025-10-30T04:00:00Z,5.0,24.66,18.66,12,U,15.81,22,E,A,2025-11-19T19:02:57.927498356Z,a,24.66,5.0,2025-10-30T17:27:44.437364125Z,X,24.66,24.66,24.66,1.0,24.66,2025-10-30T17:27:00Z,5.0,24.66,2027-01-15,26000,0.5985,0.8491,0.0092,0.1881,-0.0086,0.0993,,,,,,,,
BTC280121C00059000,,,,,,,,,11.19,15,U,6.56,13,E,A,2025-11-19T19:04:15.084476502Z,,,,,,,,,,,,,,2028-01-21,59000,0.5765,0.5141,0.0119,0.248,-0.0095,0.2319,,,,,,,,
BTC251219C00074000,0.6,0.6,0.6,1.0,0.6,2025-10-10T04:00:00Z,2.0,0.6,0.73,307,A,0.0,0,?,A,2025-11-19T19:00:44.802802251Z,I,0.6,2.0,2025-10-10T18:03:06.748964128Z,A,0.6,0.6,0.6,1.0,0.6,2025-10-10T18:03:00Z,2.0,0.6,2025-12-19,74000,,,,,,,0.7,0.7,0.7,1.0,0.7,2025-10-02T04:00:00Z,2.0,0.7
BTC260320P00048000,6.35,6.35,6.35,1.0,6.35,2025-11-04T05:00:00Z,3.0,6.35,10.25,13,E,8.58,699,X, ,2025-11-19T19:03:11.806261038Z,g,6.35,3.0,2025-11-04T17:36:47.000441825Z,C,6.35,6.35,6.35,1.0,6.35,2025-11-04T17:36:00Z,3.0,6.35,2026-03-20,48000,0.4377,-0.7261,0.0335,-0.1262,-0.0097,0.0757,6.2,6.2,6.2,1.0,6.2,2025-10-16T04:00:00Z,1.0,6.2
BTC270115P00040000,7.38,7.38,7.38,1.0,7.38,2025-11-17T05:00:00Z,1.0,7.38,9.45,27,A,6.53,17,U,A,2025-11-19T19:03:45.594969253Z,f,7.38,1.0,2025-11-17T17:03:17.032475353Z,M,7.38,7.38,7.38,1.0,7.38,2025-11-17T17:03:00Z,1.0,7.38,2027-01-15,40000,0.5151,-0.3727,0.0173,-0.2624,-0.0076,0.1606,6.25,6.25,6.25,1.0,6.25,2025-11-04T05:00:00Z,1.0,6.25
BTC251219P00056000,5.3,5.3,5.3,1.0,5.3,2025-10-09T04:00:00Z,3.0,5.3,16.87,21,E,14.54,21,Z,A,2025-11-19T19:04:22.94969176Z,I,5.32,3.0,2025-10-09T16:30:11.021162115Z,E,5.3,5.3,5.3,1.0,5.3,2025-10-09T16:30:00Z,3.0,5.3,2025-12-19,56000,,,,,,,4.7,4.7,4.7,1.0,4.7,2025-10-06T04:00:00Z,3.0,4.7
BTC260618P00054000,,,,,,,,,16.41,26,E,14.37,47,B,A,2025-11-19T19:04:13.775797311Z,,,,,,,,,,,,,,2026-06-18,54000,0.4817,-0.7306,0.0229,-0.2556,-0.0068,0.0991,,,,,,,,
BTC270115P00051000,13.05,13.05,12.35,2.0,12.35,2025-11-04T05:00:00Z,5.0,12.77,16.88,18,U,12.84,24,A,A,2025-11-19T19:04:11.01460662Z,f,13.05,3.0,2025-11-04T17:09:33.616329661Z,J,13.05,13.05,12.35,2.0,12.35,2025-11-04T17:09:00Z,5.0,12.77,2027-01-15,51000,0.4995,-0.5535,0.0187,-0.4243,-0.0064,0.1677,11.94,11.94,11.94,1.0,11.94,2025-11-03T05:00:00Z,2.0,11.94
BTC280121P00049000,16.14,16.14,16.14,1.0,16.14,2025-11-17T05:00:00Z,50.0,16.14,18.63,9,A,14.56,13,E,A,2025-11-19T19:04:45.939838937Z,a,16.14,50.0,2025-11-17T17:47:36.074625551Z,J,16.14,16.14,16.14,1.0,16.14,2025-11-17T17:47:00Z,50.0,16.14,2028-01-21,49000,0.5464,-0.412,0.0122,-0.7138,-0.0048,0.2264,13.99,13.99,13.99,1.0,13.99,2025-11-11T05:00:00Z,50.0,13.99
BTC260320P00073000,,,,,,,,,34.87,17,Z,32.06,20,E, ,2025-11-19T19:04:11.157574459Z,,,,,,,,,,,,,,2026-03-20,73000,0.7514,-0.8803,0.0117,-0.2261,-0.0069,0.0454,,,,,,,,
BTC260618C00065000,,,,,,,,,3.25,637,X,0.07,1087,A,A,2025-11-19T19:04:56.549436404Z,,,,,,,,,,,,,,2026-06-18,65000,0.594,0.2028,0.0158,0.0367,-0.0126,0.0847,,,,,,,,
BTC260618P00052000,,,,,,,,,15.16,210,A,12.43,58,E,A,2025-11-19T19:04:52.544845592Z,,,,,,,,,,,,,,2026-06-18,52000,0.4833,-0.6945,0.0242,-0.2382,-0.0078,0.1052,,,,,,,,
BTC251219C00058000,0.12,0.12,0.12,1.0,0.12,2025-11-14T05:00:00Z,1.0,0.12,0.77,513,A,0.0,0,?,A,2025-11-19T19:01:44.209978296Z,a,0.12,1.0,2025-11-14T19:11:46.365368882Z,X,0.12,0.12,0.12,1.0,0.12,2025-11-14T19:11:00Z,1.0,0.12,2025-12-19,58000,,,,,,,0.3,0.3,0.3,1.0,0.3,2025-11-11T05:00:00Z,1.0,0.3
BTC251219P00061000,,,,,,,,,22.88,17,Z,19.44,21,Z, ,2025-11-19T18:27:59.420538224Z,,,,,,,,,,,,,,2025-12-19,61000,,,,,,,,,,,,,,
BTC280121C00025000,21.57,21.7,21.57,3.0,21.7,2025-11-19T05:00:00Z,8.0,21.6675,23.7,8,N,19.16,18,E,A,2025-11-19T19:05:00.239774789Z,a,21.57,2.0,2025-11-19T15:12:18.19135428Z,X,21.57,21.57,21.57,1.0,21.57,2025-11-19T15:12:00Z,2.0,21.57,2028-01-21,25000,0.6687,0.8481,0.006,0.2615,-0.0068,0.1368,22.0,22.6,22.0,2.0,22.6,2025-11-17T05:00:00Z,4.0,22.3
BTC260116P00062000,,,,,,,,,23.32,14,Z,20.47,21,E,A,2025-11-19T19:04:18.575837422Z,,,,,,,,,,,,,,2026-01-16,62000,,,,,,,,,,,,,,
BTC251121C00065000,0.28,0.42,0.25,5.0,0.27,2025-10-21T04:00:00Z,8.0,0.30125,0.43,478,A,0.0,0,?,A,2025-11-19T19:04:02.282174759Z,a,0.28,4.0,2025-10-21T18:32:01.216032851Z,M,0.28,0.28,0.28,1.0,0.28,2025-10-21T18:32:00Z,4.0,0.28,2025-11-21,65000,,,,,,,0.25,0.25,0.25,1.0,0.25,2025-10-16T04:00:00Z,5.0,0.25
BTC280121C00080000,5.7,5.71,5.7,3.0,5.71,2025-11-19T05:00:00Z,9.0,5.701111,6.67,24,A,3.25,8,P,A,2025-11-19T19:04:58.872421227Z,I,5.7,1.0,2025-11-19T16:47:37.03631252Z,Q,5.7,5.7,5.7,2.0,5.7,2025-11-19T16:47:00Z,8.0,5.7,2028-01-21,80000,0.5397,0.3442,0.0117,0.1873,-0.0081,0.2141,5.4,6.5,5.4,2.0,6.5,2025-11-17T05:00:00Z,31.0,6.145161
BTC251219P00028000,,,,,,,,,0.77,280,A,0.0,0,?, ,2025-11-19T19:00:27.012618209Z,,,,,,,,,,,,,,2025-12-19,28000,,,,,,,,,,,,,,
BTC251219C00044000,0.81,0.9,0.81,2.0,0.9,2025-11-19T05:00:00Z,2.0,0.855,0.97,11,U,0.78,16,E,A,2025-11-19T19:04:24.488960131Z,g,0.81,1.0,2025-11-19T18:32:24.403201034Z,C,0.81,0.81,0.81,1.0,0.81,2025-11-19T18:32:00Z,1.0,0.81,2025-12-19,44000,0.5209,0.2634,0.0554,0.0078,-0.0331,0.0369,1.42,1.42,1.2,10.0,1.2,2025-11-18T05:00:00Z,22.0,1.369091
BTC260618P00060000,21.3,21.3,21.3,1.0,21.3,2025-11-19T05:00:00Z,2.0,21.3,22.52,72,X,19.18,54,A,A,2025-11-19T19:04:59.310826301Z,I,21.3,2.0,2025-11-19T17:37:39.813320246Z,I,21.3,21.3,21.3,1.0,21.3,2025-11-19T17:37:00Z,2.0,21.3,2026-06-18,60000,0.5242,-0.7876,0.0184,-0.3002,-0.0055,0.087,18.5,18.5,18.48,5.0,18.48,2025-11-14T05:00:00Z,68.0,18.491471
BTC251121P00052000,11.2,11.2,11.2,1.0,11.2,2025-11-18T05:00:00Z,5.0,11.2,12.97,47,A,10.83,61,B,A,2025-11-19T19:04:58.817535119Z,I,11.11,5.0,2025-11-18T15:45:32.856651201Z,N,11.2,11.2,11.2,1.0,11.2,2025-11-18T15:45:00Z,5.0,11.2,2025-11-21,52000,,,,,,,10.26,10.26,10.26,1.0,10.26,2025-11-17T05:00:00Z,3.0,10.26
BTC251219C00038000,3.4,4.0,3.4,3.0,4.0,2025-11-19T05:00:00Z,3.0,3.7,3.52,21,U,3.24,22,E,A,2025-11-19T19:04:55.497071476Z,I,3.4,1.0,2025-11-19T18:19:35.963087742Z,I,3.4,3.4,3.4,1.0,3.4,2025-11-19T18:19:00Z,1.0,3.4,2025-12-19,38000,0.5681,0.6304,0.0587,0.0177,-0.0428,0.0427,4.6,4.7,4.22,4.0,4.22,2025-11-18T05:00:00Z,13.0,4.578462
BTC251219P00029000,1.7,1.7,1.7,1.0,1.7,2025-08-07T04:00:00Z,1.0,1.7,0.77,408,A,0.0,0,?,A,2025-11-19T19:04:38.842433585Z,g,1.67,1.0,2025-08-07T16:21:23.795156776Z,A,1.7,1.7,1.7,1.0,1.7,2025-08-07T16:21:00Z,1.0,1.7,2025-12-19,29000,,,,,,,,,,,,,,
BTC270115C00074000,3.01,3.01,3.01,1.0,3.01,2025-11-17T05:00:00Z,2.0,3.01,4.46,14,E,1.43,15,E,A,2025-11-19T19:04:29.516241599Z,a,3.01,2.0,2025-11-17T15:18:18.723356109Z,X,3.01,3.01,3.01,1.0,3.01,2025-11-17T15:18:00Z,2.0,3.01,2027-01-15,74000,0.5784,0.2625,0.0133,0.0857,-0.0102,0.1383,5.2,5.25,5.2,2.0,5.25,2025-09-23T04:00:00Z,3.0,5.216667
BTC260618P00065000,,,,,,,,,26.78,72,E,24.25,59,E,A,2025-11-19T19:03:15.220719046Z,,,,,,,,,,,,,,2026-06-18,65000,0.557,-0.8202,0.0157,-0.3346,-0.0045,0.0787,,,,,,,,
BTC270115P00059000,,,,,,,,,24.43,12,E,19.13,12,E,A,2025-11-19T19:04:59.865146939Z,,,,,,,,,,,,,,2027-01-15,59000,0.5527,-0.6226,0.0162,-0.5358,-0.0062,0.1612,,,,,,,,
BTC260320C00048000,2.43,2.5,2.2,9.0,2.5,2025-11-19T05:00:00Z,57.0,2.392281,2.7,244,A,1.98,23,U,A,2025-11-19T19:04:31.886113173Z,f,2.43,2.0,2025-11-19T16:34:16.555808759Z,I,2.43,2.43,2.43,1.0,2.43,2025-11-19T16:34:00Z,2.0,2.43,2026-03-20,48000,0.5457,0.335,0.0294,0.0361,-0.0198,0.0828,2.57,2.57,2.57,1.0,2.57,2025-11-17T05:00:00Z,2.0,2.57
