symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,expires,price,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw
BTC260618P00053000,,,,,,,,,15.59,61,A,13.44,52,A,A,2025-11-19T19:04:53.978707051Z,,,,,,,,,,,,,,2026-06-18,53000,0.4756,-0.7176,0.0237,-0.2476,-0.0071,0.1014,,,,,,,,
BTC260116C00020000,21.1,21.1,21.1,1.0,21.1,2025-11-19T05:00:00Z,2.0,21.1,20.75,318,X,19.02,16,U, ,2025-11-19T19:02:05.739727879Z,I,21.1,2.0,2025-11-19T17:10:24.858003488Z,T,21.1,21.1,21.1,1.0,21.1,2025-11-19T17:10:00Z,2.0,21.1,2026-01-16,20000,,,,,,,30.2,30.2,30.2,1.0,30.2,2025-09-22T04:00:00Z,1.0,30.2
BTC270115P00035000,4.9,4.9,4.9,1.0,4.9,2025-11-18T05:00:00Z,1.0,4.9,6.47,19,U,4.05,19,A, ,2025-11-19T19:00:27.012923967Z,I,4.9,1.0,2025-11-18T19:49:41.362137657Z,P,4.9,4.9,4.9,1.0,4.9,2025-11-18T19:49:00Z,1.0,4.9,2027-01-15,35000,0.5071,-0.2856,0.0158,-0.1911,-0.0071,0.1442,5.1,5.1,5.1,1.0,5.1,2025-11-17T05:00:00Z,1.0,5.1
BTC260320P00046000,7.95,7.95,7.95,1.0,7.95,2025-11-19T05:00:00Z,1.0,7.95,8.99,24,U,7.41,708,X, ,2025-11-19T19:03:33.259073204Z,I,7.95,1.0,2025-11-19T15:23:19.045064582Z,Z,7.95,7.95,7.95,1.0,7.95,2025-11-19T15:23:00Z,1.0,7.95,2026-03-20,46000,0.4764,-0.6464,0.0343,-0.1117,-0.0131,0.0845,7.0,7.0,7.0,1.0,7.0,2025-11-14T05:00:00Z,3.0,7.0
BTC260320P00050000,7.35,7.35,7.35,1.0,7.35,2025-11-12T05:00:00Z,2.0,7.35,12.62,80,A,10.5,47,E,A,2025-11-19T19:05:00.246333205Z,g,7.35,2.0,2025-11-12T18:13:46.487345604Z,C,7.35,7.35,7.35,1.0,7.35,2025-11-12T18:13:00Z,2.0,7.35,2026-03-20,50000,0.5098,-0.7312,0.0285,-0.134,-0.0116,0.075,7.01,7.01,7.01,1.0,7.01,2025-11-10T05:00:00Z,2.0,7.01
BTC251219P00068000,,,,,,,,,29.25,17,Z,26.65,20,E, ,2025-11-19T19:04:05.602984408Z,,,,,,,,,,,,,,2025-12-19,68000,,,,,,,,,,,,,,
BTC260116P00046000,5.71,5.71,5.71,1.0,5.71,2025-11-17T05:00:00Z,5.0,5.71,9.02,79,A,6.32,52,E,A,2025-11-19T19:03:46.277984842Z,g,5.71,5.0,2025-11-17T14:40:07.809113778Z,C,5.71,5.71,5.71,1.0,5.71,2025-11-17T14:40:00Z,5.0,5.71,2026-01-16,46000,0.5541,-0.7108,0.0392,-0.0568,-0.0219,0.0538,5.5,5.5,5.5,1.0,5.5,2025-11-14T05:00:00Z,1.0,5.5
BTC251219C00069000,0.2,0.2,0.2,1.0,0.2,2025-11-03T05:00:00Z,1.0,0.2,0.73,296,A,0.0,0,?,A,2025-11-19T19:00:41.047868206Z,I,0.2,1.0,2025-11-03T16:00:44.248273262Z,C,0.2,0.2,0.2,1.0,0.2,2025-11-03T16:00:00Z,1.0,0.2,2025-12-19,69000,,,,,,,1.15,1.15,1.15,1.0,1.15,2025-10-09T04:00:00Z,1.0,1.15
BTC260320P00045000,7.0,7.0,7.0,1.0,7.0,2025-11-18T05:00:00Z,1.0,7.0,8.53,217,A,6.61,576,A,A,2025-11-19T19:04:42.629043667Z,I,7.0,1.0,2025-11-18T20:58:33.814953763Z,U,7.0,7.0,7.0,1.0,7.0,2025-11-18T20:58:00Z,1.0,7.0,2026-03-20,45000,0.4867,-0.6116,0.0347,-0.1051,-0.0142,0.0871,5.9,5.9,5.9,1.0,5.9,2025-11-17T05:00:00Z,1.0,5.9
BTC260116C00046000,1.35,1.35,1.35,1.0,1.35,2025-11-19T05:00:00Z,1.0,1.35,1.37,24,B,0.98,13,E,A,2025-11-19T19:03:13.742716792Z,a,1.35,1.0,2025-11-19T17:23:13.843375539Z,X,1.35,1.35,1.35,1.0,1.35,2025-11-19T17:23:00Z,1.0,1.35,2026-01-16,46000,0.5088,0.2663,0.041,0.0148,-0.0237,0.0516,1.65,1.65,1.54,3.0,1.54,2025-11-18T05:00:00Z,4.0,1.6225
BTC251219P00040000,2.67,2.68,2.0,11.0,2.2,2025-11-19T05:00:00Z,17.0,2.290588,2.88,23,M,2.28,25,E,A,2025-11-19T19:04:57.509623068Z,a,2.67,3.0,2025-11-19T18:39:33.086274374Z,C,2.67,2.67,2.67,1.0,2.67,2025-11-19T18:39:00Z,3.0,2.67,2025-12-19,40000,0.5227,-0.4977,0.0675,-0.0183,-0.0369,0.0451,1.85,2.05,1.8,9.0,2.05,2025-11-18T05:00:00Z,26.0,1.901923
BTC251121C00060000,0.05,0.05,0.05,1.0,0.05,2025-11-19T05:00:00Z,1.0,0.05,0.03,2,J,0.0,0,?, ,2025-11-19T16:23:24.024180862Z,g,0.03,1.0,2025-11-19T18:41:52.504118725Z,M,0.05,0.05,0.05,1.0,0.05,2025-11-19T18:41:00Z,1.0,0.05,2025-11-21,60000,,,,,,,0.01,0.05,0.01,2.0,0.05,2025-11-18T05:00:00Z,7.0,0.015714
BTC260116P00073000,,,,,,,,,35.16,14,X,31.15,20,Z, ,2025-11-19T19:02:24.039556875Z,,,,,,,,,,,,,,2026-01-16,73000,0.6863,-0.9817,0.0042,-0.1142,0.0035,0.0071,,,,,,,,
BTC260116C00067000,,,,,,,,,0.77,299,A,0.0,0,?,A,2025-11-19T19:00:41.779756146Z,,,,,,,,,,,,,,2026-01-16,67000,,,,,,,,,,,,,,
BTC260618C00046000,,,,,,,,,5.21,364,A,4.18,13,E,A,2025-11-19T19:04:35.60353387Z,,,,,,,,,,,,,,2026-06-18,46000,0.5618,0.4621,0.0236,0.0783,-0.0172,0.1192,,,,,,,,
BTC270115P00058000,,,,,,,,,23.41,13,E,18.14,12,E,A,2025-11-19T19:03:46.049923531Z,,,,,,,,,,,,,,2027-01-15,58000,0.5389,-0.6201,0.0166,-0.5231,-0.006,0.1615,,,,,,,,
BTC251219C00028000,,,,,,,,,13.34,384,A,11.14,35,B,A,2025-11-19T19:04:58.957438582Z,,,,,,,,,,,,,,2025-12-19,28000,1.0875,0.8974,0.0145,0.019,-0.0392,0.0202,,,,,,,,
BTC251219P00069000,,,,,,,,,30.12,15,Z,28.08,20,E, ,2025-11-19T19:04:58.598729729Z,,,,,,,,,,,,,,2025-12-19,69000,,,,,,,,,,,,,,
BTC251121C00058000,0.02,0.02,0.02,1.0,0.02,2025-11-14T05:00:00Z,5.0,0.02,0.17,24,E,0.0,0,?, ,2025-11-19T19:03:31.694821038Z,a,0.02,5.0,2025-11-14T17:56:01.310353478Z,X,0.02,0.02,0.02,1.0,0.02,2025-11-14T17:56:00Z,5.0,0.02,2025-11-21,58000,,,,,,,0.04,0.04,0.04,1.0,0.04,2025-11-13T05:00:00Z,1.0,0.04
BTC280121P00043000,10.75,10.75,10.75,1.0,10.75,2025-11-04T05:00:00Z,1.0,10.75,15.26,4,A,10.66,11,E,A,2025-11-19T19:04:58.105277591Z,f,10.75,1.0,2025-11-04T19:04:30.563671391Z,I,10.75,10.75,10.75,1.0,10.75,2025-11-04T19:04:00Z,1.0,10.75,2028-01-21,43000,0.5573,-0.3472,0.0114,-0.5792,-0.0051,0.2148,,,,,,,,
BTC260116C00059000,2.05,2.05,2.05,1.0,2.05,2025-10-23T04:00:00Z,1.0,2.05,0.48,22,U,0.0,0,?, ,2025-11-19T19:01:42.817945693Z,a,2.05,1.0,2025-10-23T18:38:24.880703802Z,M,2.05,2.05,2.05,1.0,2.05,2025-10-23T18:38:00Z,1.0,2.05,2026-01-16,59000,,,,,,,4.6,4.6,4.45,3.0,4.45,2025-10-06T04:00:00Z,3.0,4.516667
BTC260320P00057000,,,,,,,,,18.86,33,X,15.73,36,B, ,2025-11-19T19:00:27.013406577Z,,,,,,,,,,,,,,2026-03-20,57000,0.4498,-0.8928,0.0181,-0.1741,-0.0023,0.0419,,,,,,,,
BTC280121P00060000,20.84,20.84,20.84,1.0,20.84,2025-10-16T04:00:00Z,2.0,20.84,26.49,13,E,22.17,14,U,A,2025-11-19T19:04:40.493553903Z,a,20.84,2.0,2025-10-16T16:43:29.135361087Z,X,20.84,20.84,20.84,1.0,20.84,2025-10-16T16:43:00Z,2.0,20.84,2028-01-21,60000,0.5436,-0.5133,0.0126,-0.9686,-0.0039,0.2319,,,,,,,,
BTC251219P00074000,,,,,,,,,35.53,20,B,32.85,20,B,A,2025-11-19T19:02:50.685272926Z,,,,,,,,,,,,,,2025-12-19,74000,,,,,,,,,,,,,,
BTC260618P00035000,3.6,3.6,3.5,3.0,3.5,2025-11-19T05:00:00Z,5.0,3.54,4.04,19,U,3.15,196,A,A,2025-11-19T19:04:39.087948704Z,I,3.6,2.0,2025-11-19T15:53:39.995725026Z,I,3.6,3.6,3.5,2.0,3.5,2025-11-19T15:53:00Z,3.0,3.566667,2026-06-18,35000,0.526,-0.2899,0.0217,-0.0869,-0.0113,0.1027,3.3,3.3,3.26,4.0,3.26,2025-11-18T05:00:00Z,6.0,3.28
BTC260320C00050000,2.0,2.2,2.0,2.0,2.2,2025-11-19T05:00:00Z,2.0,2.1,2.02,21,A,1.07,522,A,A,2025-11-19T19:04:29.910634562Z,I,2.0,1.0,2025-11-19T15:45:12.251604612Z,A,2.0,2.0,2.0,1.0,2.0,2025-11-19T15:45:00Z,1.0,2.0,2026-03-20,50000,0.4956,0.2603,0.0288,0.0289,-0.016,0.0737,2.45,2.8,2.45,8.0,2.67,2025-11-14T05:00:00Z,19.0,2.667895
BTC270115P00036000,,,,,,,,,7.92,11,E,3.46,12,A,A,2025-11-19T19:04:54.326436541Z,,,,,,,,,,,,,,2027-01-15,36000,0.5036,-0.3035,0.0164,-0.2043,-0.0072,0.1483,,,,,,,,
BTC260618P00055000,,,,,,,,,17.59,71,C,15.24,45,C,A,2025-11-19T19:04:40.025070665Z,,,,,,,,,,,,,,2026-06-18,55000,0.5023,-0.7331,0.0218,-0.2621,-0.0071,0.0986,,,,,,,,
BTC270115C00045000,8.69,8.69,8.3,3.0,8.3,2025-11-18T05:00:00Z,7.0,8.355714,8.43,14,B,7.59,16,N,A,2025-11-19T19:04:59.96947058Z,a,8.69,1.0,2025-11-18T17:02:29.466360709Z,X,8.69,8.69,8.69,1.0,8.69,2025-11-18T17:02:00Z,1.0,8.69,2027-01-15,45000,0.5602,0.5595,0.0166,0.1626,-0.0124,0.1674,8.3,9.6,8.3,7.0,9.6,2025-11-17T05:00:00Z,115.0,8.702522
BTC270115P00043000,7.57,7.57,7.57,1.0,7.57,2025-11-05T05:00:00Z,3.0,7.57,11.71,13,E,7.53,15,U,A,2025-11-19T19:04:49.941952171Z,a,7.57,3.0,2025-11-05T17:31:16.450385594Z,I,7.57,7.57,7.57,1.0,7.57,2025-11-05T17:31:00Z,3.0,7.57,2027-01-15,43000,0.5064,-0.4254,0.0182,-0.3053,-0.0075,0.1663,,,,,,,,
BTC260320P00052000,7.3,7.3,6.6,4.0,7.18,2025-10-13T04:00:00Z,23.0,7.217391,13.82,74,C,11.76,49,E,A,2025-11-19T19:03:49.463466371Z,g,7.3,10.0,2025-10-13T15:57:47.551149567Z,C,7.3,7.3,7.3,1.0,7.3,2025-10-13T15:57:00Z,10.0,7.3,2026-03-20,52000,0.4448,-0.8159,0.0263,-0.1491,-0.0064,0.0605,5.98,5.98,5.85,3.0,5.85,2025-10-09T04:00:00Z,23.0,5.923478
BTC280121P00051000,12.55,12.55,12.55,2.0,12.55,2025-09-22T04:00:00Z,20.0,12.55,20.21,21,S,15.98,15,E,A,2025-11-19T19:04:30.045132298Z,f,12.55,10.0,2025-09-22T19:01:37.008018842Z,M,12.55,12.55,12.55,2.0,12.55,2025-09-22T19:01:00Z,20.0,12.55,2028-01-21,51000,0.5527,-0.4286,0.0122,-0.7606,-0.0048,0.2283,11.94,11.94,11.94,1.0,11.94,2025-09-16T04:00:00Z,1.0,11.94
BTC251219P00053000,5.95,5.95,5.95,1.0,5.95,2025-10-15T04:00:00Z,1.0,5.95,15.38,35,B,11.72,35,B,A,2025-11-19T19:00:35.476946205Z,g,5.95,1.0,2025-10-15T14:11:29.571421213Z,A,5.95,5.95,5.95,1.0,5.95,2025-10-15T14:11:00Z,1.0,5.95,2025-12-19,53000,0.6282,-0.937,0.0174,-0.0415,-0.0092,0.014,4.8,4.8,4.8,1.0,4.8,2025-10-10T04:00:00Z,1.0,4.8
BTC270115C00066000,,,,,,,,,5.39,36,A,2.43,22,U,A,2025-11-19T19:04:57.779601527Z,,,,,,,,,,,,,,2027-01-15,66000,0.5802,0.327,0.0147,0.104,-0.0114,0.1531,,,,,,,,
BTC251121C00050000,0.05,0.05,0.05,1.0,0.05,2025-11-19T05:00:00Z,1.0,0.05,0.03,40,Q,0.0,0,?, ,2025-11-19T15:17:29.291794801Z,I,0.03,1.0,2025-11-19T16:10:55.506553265Z,J,0.05,0.05,0.05,1.0,0.05,2025-11-19T16:10:00Z,1.0,0.05,2025-11-21,50000,,,,,,,0.03,0.03,0.03,1.0,0.03,2025-11-18T05:00:00Z,4.0,0.03
BTC280121P00053000,14.0,14.0,14.0,1.0,14.0,2025-10-10T04:00:00Z,5.0,14.0,21.58,1,P,17.51,12,E,A,2025-11-19T19:03:14.393627148Z,g,14.0,5.0,2025-10-10T19:50:02.579381288Z,C,14.0,14.0,14.0,1.0,14.0,2025-10-10T19:50:00Z,5.0,14.0,2028-01-21,53000,0.5554,-0.4459,0.0122,-0.8069,-0.0047,0.2299,13.68,13.68,13.68,1.0,13.68,2025-09-19T04:00:00Z,1.0,13.68
BTC270115C00027000,,,,,,,,,19.34,20,A,13.75,16,A,A,2025-11-19T19:04:46.258157558Z,,,,,,,,,,,,,,2027-01-15,27000,0.5913,0.8359,0.0099,0.1901,-0.0089,0.105,,,,,,,,
BTC280121P00075000,26.1,26.44,26.1,3.0,26.44,2025-10-06T04:00:00Z,17.0,26.237059,39.9,14,M,34.3,14,U, ,2025-11-19T19:02:05.73928322Z,I,26.1,10.0,2025-10-06T18:37:44.837738433Z,T,26.1,26.1,26.1,1.0,26.1,2025-10-06T18:37:00Z,10.0,26.1,2028-01-21,75000,0.5928,-0.5857,0.0113,-1.3082,-0.0031,0.2267,27.95,27.95,27.95,1.0,27.95,2025-10-02T04:00:00Z,10.0,27.95
BTC260116C00069000,1.0,1.0,1.0,1.0,1.0,2025-09-29T04:00:00Z,6.0,1.0,0.77,378,X,0.0,0,?, ,2025-11-19T19:01:42.771845126Z,I,1.02,6.0,2025-09-29T18:28:02.06726411Z,I,1.0,1.0,1.0,1.0,1.0,2025-09-29T18:28:00Z,6.0,1.0,2026-01-16,69000,,,,,,,,,,,,,,
BTC270115C00058000,,,,,,,,,6.89,24,A,2.02,14,A,A,2025-11-19T19:04:01.832893998Z,,,,,,,,,,,,,,2027-01-15,58000,0.5352,0.3776,0.0167,0.1208,-0.0112,0.1612,,,,,,,,
BTC251219P00046000,5.93,5.93,5.93,1.0,5.93,2025-11-18T05:00:00Z,3.0,5.93,7.25,11,U,6.1,42,B, ,2025-11-19T19:01:42.818677163Z,g,5.93,3.0,2025-11-18T15:09:23.922037121Z,A,5.93,5.93,5.93,1.0,5.93,2025-11-18T15:09:00Z,3.0,5.93,2025-12-19,46000,0.4303,-0.876,0.0421,-0.0339,-0.0121,0.0232,5.82,5.82,5.82,1.0,5.82,2025-11-17T05:00:00Z,1.0,5.82
BTC270115P00052000,12.6,12.65,12.58,6.0,12.65,2025-10-21T04:00:00Z,76.0,12.591711,17.52,13,E,13.78,19,A, ,2025-11-19T19:00:27.015675345Z,f,12.6,5.0,2025-10-21T17:18:17.629284228Z,I,12.6,12.6,12.58,4.0,12.6,2025-10-21T17:18:00Z,40.0,12.583,2027-01-15,52000,0.5034,-0.5656,0.0184,-0.439,-0.0064,0.167,13.73,13.73,13.73,1.0,13.73,2025-10-17T04:00:00Z,5.0,13.73
BTC270115P00020000,1.5,1.5,1.0,2.0,1.0,2025-10-15T04:00:00Z,2.0,1.25,2.02,26,A,0.13,18,U,A,2025-11-19T19:04:52.818743239Z,I,1.5,1.0,2025-10-15T19:13:07.735548541Z,A,1.5,1.5,1.5,1.0,1.5,2025-10-15T19:13:00Z,1.0,1.5,2027-01-15,20000,0.5887,-0.0731,0.0056,-0.0458,-0.0037,0.0589,,,,,,,,
BTC260116C00080000,0.18,0.2,0.18,3.0,0.2,2025-11-04T05:00:00Z,35.0,0.185714,0.38,15,Z,0.03,40,U,B,2025-11-19T19:02:02.105320214Z,a,0.18,25.0,2025-11-04T19:46:20.039370915Z,X,0.18,0.18,0.18,1.0,0.18,2025-11-04T19:46:00Z,25.0,0.18,2026-01-16,80000,,,,,,,0.3,0.35,0.3,2.0,0.35,2025-11-03T05:00:00Z,15.0,0.333333
BTC270115C00041000,9.77,9.77,9.77,1.0,9.77,2025-11-18T05:00:00Z,1.0,9.77,10.17,14,U,8.57,16,E,A,2025-11-19T19:02:05.740361268Z,a,9.77,1.0,2025-11-18T14:58:44.522367684Z,X,9.77,9.77,9.77,1.0,9.77,2025-11-18T14:58:00Z,1.0,9.77,2027-01-15,41000,0.5603,0.6195,0.016,0.1743,-0.0122,0.1616,15.55,15.55,15.55,1.0,15.55,2025-10-17T04:00:00Z,2.0,15.55
BTC251219C00080000,0.55,0.55,0.55,14.0,0.55,2025-11-03T05:00:00Z,14.0,0.55,0.77,308,A,0.0,0,?,A,2025-11-19T19:00:47.343532557Z,I,0.55,1.0,2025-11-03T14:48:33.646065293Z,T,0.55,0.55,0.55,14.0,0.55,2025-11-03T14:48:00Z,14.0,0.55,2025-12-19,80000,,,,,,,0.53,0.53,0.53,1.0,0.53,2025-10-09T04:00:00Z,6.0,0.53
BTC260618P00045000,7.95,7.95,7.95,1.0,7.95,2025-11-17T05:00:00Z,5.0,7.95,9.63,14,E,7.89,358,X,A,2025-11-19T19:04:04.518406485Z,f,7.95,5.0,2025-11-17T17:21:39.133661962Z,M,7.95,7.95,7.95,1.0,7.95,2025-11-17T17:21:00Z,5.0,7.95,2026-06-18,45000,0.493,-0.5421,0.0268,-0.1743,-0.0108,0.119,7.55,7.61,7.55,3.0,7.61,2025-11-14T05:00:00Z,5.0,7.562
BTC251121C00048000,0.05,0.05,0.05,1.0,0.05,2025-11-19T05:00:00Z,2.0,0.05,0.17,18,U,0.0,0,?,A,2025-11-19T19:01:42.974743563Z,I,0.05,2.0,2025-11-19T16:56:52.461112994Z,U,0.05,0.05,0.05,1.0,0.05,2025-11-19T16:56:00Z,2.0,0.05,2025-11-21,48000,,,,,,,0.04,0.1,0.04,6.0,0.1,2025-11-18T05:00:00Z,60.0,0.046
BTC260320C00066000,,,,,,,,,0.92,141,B,0.13,11,E,A,2025-11-19T19:04:53.959907146Z,,,,,,,,,,,,,,2026-03-20,66000,0.5896,0.0954,0.0127,0.0107,-0.0097,0.0385,,,,,,,,
BTC280121C00039000,19.9,19.9,19.5,6.0,19.9,2025-11-03T05:00:00Z,6.0,19.666667,16.81,13,U,12.58,15,E,A,2025-11-19T19:01:42.918649963Z,I,19.9,1.0,2025-11-03T15:56:09.958676743Z,N,19.9,19.9,19.5,3.0,19.5,2025-11-03T15:56:00Z,3.0,19.666667,2028-01-21,39000,0.6062,0.7053,0.0098,0.2854,-0.0088,0.2006,20.8,21.0,20.8,4.0,21.0,2025-09-22T04:00:00Z,4.0,20.885
BTC260320P00075000,28.2,28.2,28.2,1.0,28.2,2025-11-03T05:00:00Z,2.0,28.2,37.16,20,A,34.04,14,X,A,2025-11-19T18:59:14.543757278Z,I,28.19,2.0,2025-11-03T16:20:49.488647639Z,I,28.2,28.2,28.2,1.0,28.2,2025-11-03T16:20:00Z,2.0,28.2,2026-03-20,75000,0.8087,-0.8685,0.0116,-0.2316,-0.0089,0.0485,28.58,28.58,28.58,1.0,28.58,2025-10-17T04:00:00Z,3.0,28.58
BTC251219C00050000,0.2,0.4,0.2,3.0,0.4,2025-11-19T05:00:00Z,12.0,0.370833,0.33,93,J,0.13,16,U, ,2025-11-19T19:04:27.879946869Z,a,0.2,1.0,2025-11-19T17:44:34.337364027Z,X,0.2,0.2,0.2,1.0,0.2,2025-11-19T17:44:00Z,1.0,0.2,2025-12-19,50000,0.5595,0.0845,0.0245,0.0026,-0.0167,0.0175,0.29,0.3,0.25,5.0,0.3,2025-11-18T05:00:00Z,254.0,0.299724
BTC260618P00040000,5.8,6.04,5.8,2.0,6.04,2025-11-19T05:00:00Z,11.0,5.821818,6.46,26,U,5.55,202,X, ,2025-11-19T19:03:32.981626043Z,I,5.8,10.0,2025-11-19T18:41:18.756856963Z,T,5.8,5.8,5.8,1.0,5.8,2025-11-19T18:41:00Z,10.0,5.8,2026-06-18,40000,0.52,-0.4138,0.025,-0.1291,-0.0121,0.1169,5.15,5.15,5.12,2.0,5.12,2025-11-17T05:00:00Z,6.0,5.145
BTC270115C00053000,6.2,6.2,6.2,1.0,6.2,2025-11-17T05:00:00Z,2.0,6.2,7.75,39,A,3.54,28,A,A,2025-11-19T19:04:58.565018884Z,I,6.2,2.0,2025-11-17T18:02:11.019207416Z,I,6.2,6.2,6.2,1.0,6.2,2025-11-17T18:02:00Z,2.0,6.2,2027-01-15,53000,0.5463,0.4442,0.017,0.1374,-0.012,0.1676,8.79,8.79,8.79,1.0,8.79,2025-11-05T05:00:00Z,1.0,8.79
BTC270115P00041000,7.4,7.4,7.4,1.0,7.4,2025-11-14T05:00:00Z,3.0,7.4,9.74,18,U,6.8,17,A, ,2025-11-19T19:00:27.015941676Z,g,7.4,3.0,2025-11-14T20:39:49.167187908Z,C,7.4,7.4,7.4,1.0,7.4,2025-11-14T20:39:00Z,3.0,7.4,2027-01-15,41000,0.497,-0.3934,0.0182,-0.2751,-0.0073,0.1632,6.8,6.8,6.8,1.0,6.8,2025-11-12T05:00:00Z,5.0,6.8
BTC260320C00044000,6.15,6.25,6.15,2.0,6.25,2025-11-13T05:00:00Z,4.0,6.2,4.22,679,X,2.98,23,U, ,2025-11-19T19:02:05.740400106Z,f,6.15,2.0,2025-11-13T19:13:21.09303644Z,M,6.15,6.15,6.15,1.0,6.15,2025-11-13T19:13:00Z,2.0,6.15,2026-03-20,44000,0.5657,0.4473,0.0308,0.0466,-0.0225,0.0898,6.67,6.67,6.67,1.0,6.67,2025-11-12T05:00:00Z,1.0,6.67
BTC260116C00065000,0.25,0.25,0.25,1.0,0.25,2025-11-17T05:00:00Z,1.0,0.25,0.33,19,S,0.0,0,?, ,2025-11-19T19:00:52.003087033Z,I,0.25,1.0,2025-11-17T16:04:42.347792484Z,E,0.25,0.25,0.25,1.0,0.25,2025-11-17T16:04:00Z,1.0,0.25,2026-01-16,65000,,,,,,,0.19,0.19,0.19,1.0,0.19,2025-11-14T05:00:00Z,10.0,0.19
BTC280121P00045000,9.4,9.4,9.4,1.0,9.4,2025-09-22T04:00:00Z,2.0,9.4,15.87,3,A,11.43,12,A,A,2025-11-19T19:04:43.84212428Z,I,9.4,2.0,2025-09-22T17:10:52.183830047Z,I,9.4,9.4,9.4,1.0,9.4,2025-09-22T17:10:00Z,2.0,9.4,2028-01-21,45000,0.5314,-0.3764,0.0123,-0.6192,-0.0048,0.2208,8.7,8.7,8.7,1.0,8.7,2025-09-19T04:00:00Z,2.0,8.7
BTC260320C00046000,2.95,2.95,2.85,2.0,2.85,2025-11-19T05:00:00Z,10.0,2.9,2.93,20,U,2.43,19,U, ,2025-11-19T19:04:44.153100489Z,I,2.95,5.0,2025-11-19T16:56:44.71390412Z,P,2.95,2.95,2.85,2.0,2.85,2025-11-19T16:56:00Z,10.0,2.9,2026-03-20,46000,0.5278,0.3779,0.0317,0.0406,-0.0201,0.0864,3.5,3.5,3.5,1.0,3.5,2025-11-18T05:00:00Z,5.0,3.5
BTC280121P00056000,,,,,,,,,22.85,14,E,19.12,13,U,A,2025-11-19T19:04:02.003931599Z,,,,,,,,,,,,,,2028-01-21,56000,0.5256,-0.489,0.013,-0.8752,-0.0041,0.2319,,,,,,,,
BTC270115C00054000,5.91,5.91,5.91,1.0,5.91,2025-11-19T05:00:00Z,1.0,5.91,7.88,32,A,5.22,17,E,A,2025-11-19T19:04:58.993484494Z,g,5.91,1.0,2025-11-19T16:40:28.788672165Z,C,5.91,5.91,5.91,1.0,5.91,2025-11-19T16:40:00Z,1.0,5.91,2027-01-15,54000,0.6133,0.4661,0.0153,0.1369,-0.0134,0.1687,11.6,11.6,11.6,1.0,11.6,2025-10-13T04:00:00Z,1.0,11.6
BTC260116C00072000,1.24,1.24,1.24,1.0,1.24,2025-10-02T04:00:00Z,3.0,1.24,0.73,323,A,0.0,0,?,A,2025-11-19T19:00:45.653314437Z,I,1.24,3.0,2025-10-02T13:43:46.776168404Z,Z,1.24,1.24,1.24,1.0,1.24,2025-10-02T13:43:00Z,3.0,1.24,2026-01-16,72000,,,,,,,,,,,,,,
BTC260618C00060000,1.95,1.95,1.95,1.0,1.95,2025-11-17T05:00:00Z,5.0,1.95,2.63,534,A,1.23,221,A,A,2025-11-19T19:03:48.145501252Z,I,1.95,5.0,2025-11-17T19:52:59.040313371Z,P,1.95,1.95,1.95,1.0,1.95,2025-11-17T19:52:00Z,5.0,1.95,2026-06-18,60000,0.5625,0.237,0.0183,0.0429,-0.0131,0.0926,3.21,3.21,3.21,1.0,3.21,2025-11-04T05:00:00Z,4.0,3.21
BTC251121P00048000,7.2,7.2,7.2,1.0,7.2,2025-11-19T05:00:00Z,2.0,7.2,8.78,24,C,6.98,52,S,A,2025-11-19T19:04:02.60005235Z,I,7.2,2.0,2025-11-19T15:10:04.447119726Z,I,7.2,7.2,7.2,1.0,7.2,2025-11-19T15:10:00Z,2.0,7.2,2025-11-21,48000,,,,,,,7.14,7.14,7.14,2.0,7.14,2025-11-18T05:00:00Z,3.0,7.14
BTC251219C00034000,,,,,,,,,6.5,20,U,5.82,265,A, ,2025-11-19T19:04:06.225222244Z,,,,,,,,,,,,,,2025-12-19,34000,0.579,0.8413,0.037,0.0222,-0.0293,0.0274,,,,,,,,
BTC260320C00035000,13.9,13.9,13.9,2.0,13.9,2025-11-03T05:00:00Z,2.0,13.9,9.01,672,X,7.35,23,U, ,2025-11-19T19:02:05.740725215Z,I,13.9,1.0,2025-11-03T16:11:57.138658486Z,W,13.9,13.9,13.9,2.0,13.9,2025-11-03T16:11:00Z,2.0,13.9,2026-03-20,35000,0.6371,0.7071,0.0238,0.0654,-0.0226,0.0781,14.65,14.65,14.65,1.0,14.65,2025-10-30T04:00:00Z,1.0,14.65
