symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,expires,price,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC270115C00042000,10.2,10.2,9.84,2.0,9.84,2025-11-18T05:00:00Z,3.0,10.08,10.65,24,E,8.34,15,E,A,2025-11-19T19:10:45.007674433Z,I,10.07,2.0,2025-11-18T16:07:22.422495327Z,P,10.2,10.2,10.2,1.0,10.2,2025-11-18T16:07:00Z,2.0,10.2,2027-01-15,42000,9.5,10.19,9.5,2.0,10.19,2025-11-17T05:00:00Z,3.0,9.73,0.5908,0.6109,0.0153,0.1688,-0.0128,0.1626
BTC270115C00045000,8.69,8.69,8.3,3.0,8.3,2025-11-18T05:00:00Z,7.0,8.355714,8.43,14,B,7.36,15,N, ,2025-11-19T19:11:14.742281191Z,a,8.69,1.0,2025-11-18T17:02:29.466360709Z,X,8.69,8.69,8.69,1.0,8.69,2025-11-18T17:02:00Z,1.0,8.69,2027-01-15,45000,8.3,9.6,8.3,7.0,9.6,2025-11-17T05:00:00Z,115.0,8.702522,0.554,0.5571,0.0168,0.1628,-0.0123,0.1674
BTC260320P00030000,1.2,1.21,1.2,2.0,1.21,2025-11-19T05:00:00Z,3.0,1.206667,1.47,22,A,0.87,212,A,A,2025-11-19T19:11:13.709151569Z,I,1.2,1.0,2025-11-19T18:09:54.623287803Z,I,1.2,1.2,1.2,1.0,1.2,2025-11-19T18:09:00Z,1.0,1.2,2026-03-20,30000,1.04,1.07,1.04,4.0,1.07,2025-11-17T05:00:00Z,4.0,1.05,0.569,-0.1497,0.018,-0.0235,-0.0117,0.0529
BTC251121C00048000,0.05,0.05,0.05,1.0,0.05,2025-11-19T05:00:00Z,2.0,0.05,0.17,18,U,0.0,0,?,A,2025-11-19T19:01:42.974743563Z,I,0.05,2.0,2025-11-19T16:56:52.461112994Z,U,0.05,0.05,0.05,1.0,0.05,2025-11-19T16:56:00Z,2.0,0.05,2025-11-21,48000,0.04,0.1,0.04,6.0,0.1,2025-11-18T05:00:00Z,60.0,0.046,,,,,,
BTC251219P00031000,,,,,,,,,0.77,252,A,0.0,0,?,A,2025-11-19T19:10:27.797953571Z,,,,,,,,,,,,,,2025-12-19,31000,,,,,,,,,,,,,,
BTC260116C00054000,0.42,0.42,0.42,1.0,0.42,2025-11-19T05:00:00Z,4.0,0.42,0.78,264,A,0.03,23,U,A,2025-11-19T19:11:13.707440959Z,a,0.42,4.0,2025-11-19T14:35:04.922374863Z,X,0.42,0.42,0.42,1.0,0.42,2025-11-19T14:35:00Z,4.0,0.42,2026-01-16,54000,0.5,0.5,0.42,3.0,0.42,2025-11-18T05:00:00Z,4.0,0.46,0.5646,0.1046,0.0204,0.0059,-0.0143,0.0285
BTC251219C00042000,1.65,1.75,1.4,8.0,1.75,2025-11-19T05:00:00Z,27.0,1.500741,1.62,31,A,1.37,16,E,A,2025-11-19T19:10:35.002343637Z,I,1.57,2.0,2025-11-19T18:49:22.296672555Z,C,1.65,1.65,1.65,1.0,1.65,2025-11-19T18:49:00Z,2.0,1.65,2025-12-19,42000,2.15,2.28,2.08,9.0,2.13,2025-11-18T05:00:00Z,62.0,2.128387,0.5436,0.3802,0.062,0.0111,-0.0405,0.0431
BTC260618P00052000,,,,,,,,,15.15,118,A,12.52,70,E,A,2025-11-19T19:11:14.246421986Z,,,,,,,,,,,,,,2026-06-18,52000,,,,,,,,,0.4858,-0.6934,0.0241,-0.2381,-0.0079,0.1053
BTC270115C00064000,,,,,,,,,6.11,33,A,2.62,27,A,A,2025-11-19T19:10:57.401169034Z,,,,,,,,,,,,,,2027-01-15,64000,,,,,,,,,0.5916,0.352,0.0148,0.11,-0.0119,0.1574
BTC280121P00056000,,,,,,,,,22.9,13,E,19.62,13,U,A,2025-11-19T19:11:13.707094021Z,,,,,,,,,,,,,,2028-01-21,56000,,,,,,,,,0.537,-0.4828,0.0128,-0.8756,-0.0042,0.2317
BTC260320C00052000,1.5,1.5,1.5,1.0,1.5,2025-11-19T05:00:00Z,1.0,1.5,2.07,240,A,0.52,722,A,A,2025-11-19T19:11:06.947179177Z,I,1.5,1.0,2025-11-19T17:37:44.04206604Z,A,1.5,1.5,1.5,1.0,1.5,2025-11-19T17:37:00Z,1.0,1.5,2026-03-20,52000,2.25,2.25,2.25,1.0,2.25,2025-11-14T05:00:00Z,5.0,2.25,0.506,0.2237,0.026,0.025,-0.015,0.0679
BTC251219C00041000,1.8,2.46,1.8,22.0,2.46,2025-11-19T05:00:00Z,44.0,2.073409,1.93,18,U,1.57,19,E,A,2025-11-19T19:11:13.707811202Z,a,1.83,1.0,2025-11-19T17:42:38.599360004Z,X,1.8,1.8,1.8,1.0,1.8,2025-11-19T18:56:00Z,1.0,1.8,2025-12-19,41000,2.66,2.85,2.62,4.0,2.85,2025-11-18T05:00:00Z,5.0,2.698,0.5223,0.4355,0.0667,0.0127,-0.0404,0.0445
BTC260618C00045000,5.58,5.58,5.58,1.0,5.58,2025-11-17T05:00:00Z,20.0,5.58,5.67,364,X,4.28,109,B, ,2025-11-19T19:11:14.56966844Z,a,5.58,20.0,2025-11-17T20:16:12.679384936Z,I,5.58,5.58,5.58,1.0,5.58,2025-11-17T20:16:00Z,20.0,5.58,2026-06-18,45000,7.16,7.16,7.16,1.0,7.16,2025-11-13T05:00:00Z,1.0,7.16,0.5607,0.4817,0.0237,0.0811,-0.0173,0.1195
BTC280121P00044000,11.25,11.25,11.25,1.0,11.25,2025-11-04T05:00:00Z,1.0,11.25,15.48,1,P,10.97,13,B,A,2025-11-19T19:11:13.70821669Z,f,11.25,1.0,2025-11-04T19:04:30.563671391Z,I,11.25,11.25,11.25,1.0,11.25,2025-11-04T19:04:00Z,1.0,11.25,2028-01-21,44000,,,,,,,,,0.5404,-0.363,0.0119,-0.5984,-0.005,0.2181
BTC260116P00045000,6.57,6.57,6.0,2.0,6.0,2025-11-19T05:00:00Z,7.0,6.407143,6.92,26,U,5.98,529,A,A,2025-11-19T19:11:13.708834255Z,f,6.57,5.0,2025-11-19T17:52:10.601141895Z,M,6.57,6.57,6.57,1.0,6.57,2025-11-19T17:52:00Z,5.0,6.57,2026-01-16,45000,5.33,5.33,4.99,3.0,5.0,2025-11-17T05:00:00Z,16.0,5.0175,0.4681,-0.7191,0.0458,-0.0553,-0.0177,0.053
BTC280121C00025000,21.57,21.7,21.57,3.0,21.7,2025-11-19T05:00:00Z,8.0,21.6675,23.48,8,C,19.12,19,E,A,2025-11-19T19:11:13.708131133Z,a,21.57,2.0,2025-11-19T15:12:18.19135428Z,X,21.57,21.57,21.57,1.0,21.57,2025-11-19T15:12:00Z,2.0,21.57,2028-01-21,25000,22.0,22.6,22.0,2.0,22.6,2025-11-17T05:00:00Z,4.0,22.3,0.6604,0.8481,0.0061,0.264,-0.0068,0.1367
BTC280121C00035000,20.0,20.8,20.0,2.0,20.8,2025-11-04T05:00:00Z,4.0,20.6,18.16,7,U,13.34,11,E,A,2025-11-19T19:10:36.171219507Z,I,19.65,1.0,2025-11-04T17:10:34.471051181Z,X,20.0,20.0,20.0,1.0,20.0,2025-11-04T17:10:00Z,1.0,20.0,2028-01-21,35000,21.7,21.7,21.5,3.0,21.6,2025-11-03T05:00:00Z,4.0,21.625,0.5869,0.7431,0.0094,0.2946,-0.0082,0.1874
BTC251219C00030000,18.5,18.5,18.5,1.0,18.5,2025-10-22T04:00:00Z,25.0,18.5,11.46,371,X,9.43,44,X, ,2025-11-19T19:11:13.707123858Z,a,18.5,25.0,2025-10-22T16:39:49.939369358Z,X,18.5,18.5,18.5,1.0,18.5,2025-10-22T16:39:00Z,25.0,18.5,2025-12-19,30000,18.21,18.21,18.21,1.0,18.21,2025-06-02T04:00:00Z,1.0,18.21,1.0155,0.8636,0.019,0.0194,-0.0444,0.0247
BTC251219C00080000,0.55,0.55,0.55,14.0,0.55,2025-11-03T05:00:00Z,14.0,0.55,0.77,359,A,0.0,0,?,A,2025-11-19T19:09:05.451432236Z,I,0.55,1.0,2025-11-03T14:48:33.646065293Z,T,0.55,0.55,0.55,14.0,0.55,2025-11-03T14:48:00Z,14.0,0.55,2025-12-19,80000,0.53,0.53,0.53,1.0,0.53,2025-10-09T04:00:00Z,6.0,0.53,,,,,,
BTC270115C00065000,3.88,3.88,3.88,1.0,3.88,2025-11-19T05:00:00Z,10.0,3.88,4.45,25,E,3.44,16,E,A,2025-11-19T19:11:10.970225867Z,I,3.88,10.0,2025-11-19T15:53:29.237296042Z,Z,3.88,3.88,3.88,1.0,3.88,2025-11-19T15:53:00Z,10.0,3.88,2027-01-15,65000,4.7,4.7,4.7,1.0,4.7,2025-11-17T05:00:00Z,1.0,4.7,0.5739,0.3314,0.0149,0.1055,-0.0113,0.1538
BTC260116C00045000,1.5,1.75,1.5,3.0,1.75,2025-11-19T05:00:00Z,11.0,1.572727,1.62,18,E,1.43,17,E,A,2025-11-19T19:11:13.709967003Z,I,1.5,6.0,2025-11-19T18:27:56.374115153Z,U,1.5,1.5,1.5,1.0,1.5,2025-11-19T18:27:00Z,6.0,1.5,2026-01-16,45000,1.99,2.06,1.73,14.0,1.73,2025-11-18T05:00:00Z,157.0,1.996624,0.5337,0.314,0.0423,0.0173,-0.0268,0.0558
BTC260116C00051000,0.74,0.74,0.74,1.0,0.74,2025-11-18T05:00:00Z,5.0,0.74,1.07,254,A,0.32,20,U,A,2025-11-19T19:11:19.188871168Z,a,0.74,5.0,2025-11-18T20:14:52.099362304Z,X,0.74,0.74,0.74,1.0,0.74,2025-11-18T20:14:00Z,5.0,0.74,2026-01-16,51000,2.4,2.4,2.4,1.0,2.4,2025-11-11T05:00:00Z,10.0,2.4,0.5716,0.1618,0.0273,0.009,-0.0196,0.0385
BTC251121C00042000,0.12,0.15,0.05,8.0,0.12,2025-11-19T05:00:00Z,12.0,0.123333,0.17,28,B,0.07,20,U, ,2025-11-19T19:09:11.23060593Z,a,0.12,1.0,2025-11-19T18:21:48.337661044Z,C,0.12,0.12,0.12,1.0,0.12,2025-11-19T18:21:00Z,1.0,0.12,2025-11-21,42000,0.55,0.65,0.3,23.0,0.35,2025-11-18T05:00:00Z,290.0,0.39869,0.7069,0.1207,0.0973,0.0003,-0.1041,0.0059
BTC260320P00069000,,,,,,,,,30.7,19,Z,28.01,21,E,A,2025-11-19T19:07:37.183532001Z,,,,,,,,,,,,,,2026-03-20,69000,,,,,,,,,0.6625,-0.8929,0.0123,-0.2141,-0.0047,0.0419
BTC251219C00072000,0.4,0.4,0.4,1.0,0.4,2025-10-20T04:00:00Z,1.0,0.4,0.73,307,A,0.0,0,?,A,2025-11-19T19:00:42.828537297Z,I,0.4,1.0,2025-10-20T19:07:24.986788101Z,I,0.4,0.4,0.4,1.0,0.4,2025-10-20T19:07:00Z,1.0,0.4,2025-12-19,72000,0.56,0.56,0.56,1.0,0.56,2025-10-14T04:00:00Z,1.0,0.56,,,,,,
BTC270115C00030000,15.0,15.0,15.0,1.0,15.0,2025-11-19T05:00:00Z,4.0,15.0,16.77,20,S,14.78,1,A,B,2025-11-19T19:11:17.750389974Z,I,15.0,4.0,2025-11-19T16:25:54.944559592Z,I,15.0,15.0,15.0,1.0,15.0,2025-11-19T16:25:00Z,4.0,15.0,2027-01-15,30000,16.6,16.6,16.6,1.0,16.6,2025-11-17T05:00:00Z,1.0,16.6,0.6712,0.7868,0.0102,0.1764,-0.0113,0.1233
BTC280121P00052000,13.55,13.55,13.55,1.0,13.55,2025-10-13T04:00:00Z,2.0,13.55,20.16,21,E,16.43,23,A,A,2025-11-19T19:11:13.707434755Z,f,13.55,2.0,2025-10-13T13:30:02.567099916Z,J,13.55,13.55,13.55,1.0,13.55,2025-10-13T13:30:00Z,2.0,13.55,2028-01-21,52000,13.0,13.2,12.98,9.0,13.07,2025-10-10T04:00:00Z,19.0,13.027368,0.531,-0.4486,0.0128,-0.7819,-0.0045,0.23
BTC270115P00062000,,,,,,,,,26.12,14,E,21.91,13,E,A,2025-11-19T19:11:11.417607465Z,,,,,,,,,,,,,,2027-01-15,62000,,,,,,,,,0.5421,-0.6612,0.0159,-0.5792,-0.0052,0.1552
BTC251219P00039000,2.05,2.05,2.05,1.0,2.05,2025-11-19T05:00:00Z,1.0,2.05,2.78,484,A,1.88,18,E,A,2025-11-19T19:11:13.707710681Z,I,2.05,1.0,2025-11-19T16:35:05.17200062Z,A,2.05,2.05,2.05,1.0,2.05,2025-11-19T16:35:00Z,1.0,2.05,2025-12-19,39000,1.53,1.75,1.5,5.0,1.75,2025-11-18T05:00:00Z,19.0,1.537368,0.582,-0.4325,0.0598,-0.0159,-0.041,0.0445
BTC260320P00041000,4.9,4.9,4.9,1.0,4.9,2025-11-17T05:00:00Z,1.0,4.9,5.53,15,E,4.18,649,X,A,2025-11-19T19:11:08.745500303Z,I,4.9,1.0,2025-11-17T19:37:13.087077899Z,J,4.9,4.9,4.9,1.0,4.9,2025-11-17T19:37:00Z,1.0,4.9,2026-03-20,41000,3.28,3.28,3.08,2.0,3.08,2025-11-04T05:00:00Z,10.0,3.18,0.4714,-0.4842,0.0372,-0.0794,-0.0151,0.0905
BTC251121P00041000,1.35,1.45,0.86,5.0,1.45,2025-11-19T05:00:00Z,11.0,1.26,2.17,88,A,1.72,17,D,A,2025-11-19T19:11:14.248599247Z,I,1.35,6.0,2025-11-19T15:48:09.225869543Z,U,1.35,1.35,1.35,2.0,1.35,2025-11-19T15:48:00Z,7.0,1.35,2025-11-21,41000,0.82,1.18,0.72,12.0,1.18,2025-11-18T05:00:00Z,22.0,0.880455,0.8259,-0.7259,0.1382,-0.0017,-0.1974,0.0097
BTC280121P00030000,5.9,5.9,5.9,1.0,5.9,2025-11-18T05:00:00Z,5.0,5.9,8.26,11,B,3.64,17,E,A,2025-11-19T19:10:16.79594239Z,g,5.9,5.0,2025-11-18T14:42:11.059028646Z,C,5.9,5.9,5.9,1.0,5.9,2025-11-18T14:42:00Z,5.0,5.9,2028-01-21,30000,3.74,3.74,3.74,1.0,3.74,2025-09-23T04:00:00Z,1.0,3.74,0.5631,-0.2031,0.0086,-0.3033,-0.0046,0.1643
BTC270115P00061000,,,,,,,,,25.74,13,E,21.22,14,E,A,2025-11-19T19:11:14.351118594Z,,,,,,,,,,,,,,2027-01-15,61000,,,,,,,,,0.5592,-0.6398,0.0158,-0.5632,-0.0059,0.1587
BTC260320C00062000,2.3,2.3,2.3,1.0,2.3,2025-10-17T04:00:00Z,1.0,2.3,1.12,141,B,0.33,14,E,A,2025-11-19T19:10:36.582932016Z,I,2.3,1.0,2025-10-17T14:27:36.656332053Z,D,2.3,2.3,2.3,1.0,2.3,2025-10-17T14:27:00Z,1.0,2.3,2026-03-20,62000,3.45,3.45,3.45,1.0,3.45,2025-10-14T04:00:00Z,5.0,3.45,0.5823,0.1264,0.0157,0.0141,-0.0118,0.0471
