symbol,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,expires,price,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC260320C00056000,3.25,3.25,3.25,1.0,3.25,2025-11-03T05:00:00Z,5.0,3.25,1.53,248,A,0.82,23,U, ,2025-11-19T19:11:15.975904509Z,a,3.25,5.0,2025-11-03T14:55:36.35836558Z,X,3.25,3.25,3.25,1.0,3.25,2025-11-03T14:55:00Z,5.0,3.25,2026-03-20,56000,4.57,4.57,4.57,1.0,4.57,2025-10-15T04:00:00Z,1.0,4.57,0.5666,0.1914,0.0212,0.0211,-0.0152,0.0619
BTC270115C00025000,19.4,19.4,19.4,1.0,19.4,2025-11-18T05:00:00Z,1.0,19.4,18.58,12,B,17.37,14,S, ,2025-11-19T19:11:13.709956268Z,a,19.4,1.0,2025-11-18T15:21:58.458365963Z,X,19.4,19.4,19.4,1.0,19.4,2025-11-18T15:21:00Z,1.0,19.4,2027-01-15,25000,19.5,19.5,19.5,1.0,19.5,2025-11-17T05:00:00Z,1.0,19.5,0.6114,0.8606,0.0086,0.1846,-0.0083,0.0941
BTC270115P00060000,18.89,18.89,18.89,1.0,18.89,2025-11-06T05:00:00Z,1.0,18.89,25.17,12,S,20.15,13,E,A,2025-11-19T19:11:13.708848368Z,g,18.89,1.0,2025-11-06T15:20:15.288428062Z,C,18.89,18.89,18.89,1.0,18.89,2025-11-06T15:20:00Z,1.0,18.89,2027-01-15,60000,19.07,19.07,18.82,2.0,18.82,2025-10-17T04:00:00Z,2.0,18.945,0.5576,-0.6305,0.016,-0.5495,-0.0061,0.1601
BTC251219C00068000,1.15,1.15,1.15,1.0,1.15,2025-10-08T04:00:00Z,1.0,1.15,0.77,383,A,0.0,0,?,A,2025-11-19T19:09:05.420668934Z,I,1.28,1.0,2025-10-08T17:23:12.766813999Z,E,1.15,1.15,1.15,1.0,1.15,2025-10-08T17:23:00Z,1.0,1.15,2025-12-19,68000,,,,,,,,,,,,,,
BTC251219P00040000,2.67,2.68,2.0,11.0,2.2,2025-11-19T05:00:00Z,17.0,2.290588,2.86,23,M,2.28,36,A, ,2025-11-19T19:11:13.707149396Z,a,2.67,3.0,2025-11-19T18:39:33.086274374Z,C,2.67,2.67,2.67,1.0,2.67,2025-11-19T18:39:00Z,3.0,2.67,2025-12-19,40000,1.85,2.05,1.8,9.0,2.05,2025-11-18T05:00:00Z,26.0,1.901923,0.5183,-0.4995,0.0681,-0.0183,-0.0366,0.0451
BTC251219P00064000,21.12,21.12,21.12,1.0,21.12,2025-11-14T05:00:00Z,1.0,21.12,24.7,18,Z,22.5,20,B,A,2025-11-19T19:10:24.362866617Z,n,21.12,1.0,2025-11-14T15:39:18.883687798Z,I,21.12,21.12,21.12,1.0,21.12,2025-11-14T15:39:00Z,1.0,21.12,2025-12-19,64000,13.26,13.26,13.26,1.0,13.26,2025-08-14T04:00:00Z,1.0,13.26,,,,,,
BTC251219C00064000,0.35,0.35,0.35,1.0,0.35,2025-11-11T05:00:00Z,10.0,0.35,0.73,306,A,0.0,0,?,A,2025-11-19T19:00:31.330218747Z,e,0.35,10.0,2025-11-11T19:41:57.883399685Z,B,0.35,0.35,0.35,1.0,0.35,2025-11-11T19:41:00Z,10.0,0.35,2025-12-19,64000,0.25,0.25,0.25,1.0,0.25,2025-10-30T04:00:00Z,2.0,0.25,,,,,,
BTC251121C00053000,0.12,0.13,0.12,2.0,0.13,2025-11-18T05:00:00Z,4.0,0.1275,0.22,23,U,0.0,0,?,A,2025-11-19T19:01:42.971804058Z,g,0.12,1.0,2025-11-18T18:22:51.453380838Z,C,0.12,0.12,0.12,1.0,0.12,2025-11-18T18:22:00Z,1.0,0.12,2025-11-21,53000,0.25,0.25,0.13,2.0,0.13,2025-11-17T05:00:00Z,2.0,0.19,,,,,,
BTC280121C00054000,14.0,14.0,14.0,1.0,14.0,2025-10-16T04:00:00Z,8.0,14.0,12.19,15,S,6.98,12,E,A,2025-11-19T19:11:14.323703223Z,e,14.0,8.0,2025-10-16T19:54:12.418494959Z,B,14.0,14.0,14.0,1.0,14.0,2025-10-16T19:54:00Z,8.0,14.0,2028-01-21,54000,18.9,18.9,18.9,2.0,18.9,2025-10-09T04:00:00Z,10.0,18.9,0.5627,0.5485,0.0121,0.2618,-0.0093,0.2302
BTC251219C00062000,0.72,0.72,0.72,1.0,0.72,2025-10-28T04:00:00Z,1.0,0.72,0.63,496,A,0.0,0,?,A,2025-11-19T19:10:36.559845672Z,a,0.72,1.0,2025-10-28T19:41:50.660361213Z,X,0.72,0.72,0.72,1.0,0.72,2025-10-28T19:41:00Z,1.0,0.72,2025-12-19,62000,0.75,0.82,0.75,2.0,0.82,2025-10-24T04:00:00Z,4.0,0.8025,,,,,,
BTC260320C00069000,3.12,3.25,3.12,2.0,3.25,2025-10-03T04:00:00Z,5.0,3.172,0.78,226,A,0.07,18,U,A,2025-11-19T19:11:13.707866996Z,g,3.12,3.0,2025-10-03T17:52:31.474796422Z,C,3.12,3.12,3.12,1.0,3.12,2025-10-03T17:52:00Z,3.0,3.12,2026-03-20,69000,,,,,,,,,0.5988,0.0788,0.0108,0.0089,-0.0085,0.0334
BTC260320P00045000,7.0,7.0,7.0,1.0,7.0,2025-11-18T05:00:00Z,1.0,7.0,8.45,221,A,6.58,577,A,A,2025-11-19T19:11:13.708398599Z,I,7.0,1.0,2025-11-18T20:58:33.814953763Z,U,7.0,7.0,7.0,1.0,7.0,2025-11-18T20:58:00Z,1.0,7.0,2026-03-20,45000,5.9,5.9,5.9,1.0,5.9,2025-11-17T05:00:00Z,1.0,5.9,0.479,-0.6157,0.0351,-0.1054,-0.0138,0.0868
BTC260320P00080000,,,,,,,,,40.98,20,B,38.13,20,B, ,2025-11-19T19:00:35.299994323Z,,,,,,,,,,,,,,2026-03-20,80000,,,,,,,,,0.3943,-0.9984,0.0006,-0.2617,0.0081,0.0012
BTC270115P00063000,,,,,,,,,27.88,13,E,23.11,13,E,A,2025-11-19T19:10:34.846186478Z,,,,,,,,,,,,,,2027-01-15,63000,,,,,,,,,0.585,-0.643,0.015,-0.5879,-0.0061,0.1582
BTC280121P00045000,9.4,9.4,9.4,1.0,9.4,2025-09-22T04:00:00Z,2.0,9.4,15.8,4,C,11.69,12,E,A,2025-11-19T19:11:13.709034516Z,I,9.4,2.0,2025-09-22T17:10:52.183830047Z,I,9.4,9.4,9.4,1.0,9.4,2025-09-22T17:10:00Z,2.0,9.4,2028-01-21,45000,8.7,8.7,8.7,1.0,8.7,2025-09-19T04:00:00Z,2.0,8.7,0.5354,-0.3753,0.0122,-0.6202,-0.0049,0.2205
BTC260320P00054000,6.45,6.45,6.45,1.0,6.45,2025-10-07T04:00:00Z,1.0,6.45,15.32,45,E,13.07,71,A,A,2025-11-19T19:11:13.70670957Z,g,6.45,1.0,2025-10-07T15:03:54.627876335Z,C,6.45,6.45,6.45,1.0,6.45,2025-10-07T15:03:00Z,1.0,6.45,2026-03-20,54000,,,,,,,,,0.3623,-0.91,0.0197,-0.166,-0.0003,0.0369
BTC251219C00074000,0.6,0.6,0.6,1.0,0.6,2025-10-10T04:00:00Z,2.0,0.6,0.73,307,A,0.0,0,?,A,2025-11-19T19:00:44.802802251Z,I,0.6,2.0,2025-10-10T18:03:06.748964128Z,A,0.6,0.6,0.6,1.0,0.6,2025-10-10T18:03:00Z,2.0,0.6,2025-12-19,74000,0.7,0.7,0.7,1.0,0.7,2025-10-02T04:00:00Z,2.0,0.7,,,,,,
BTC260618C00060000,1.95,1.95,1.95,1.0,1.95,2025-11-17T05:00:00Z,5.0,1.95,2.61,534,A,1.23,223,A,A,2025-11-19T19:11:13.709040258Z,I,1.95,5.0,2025-11-17T19:52:59.040313371Z,P,1.95,1.95,1.95,1.0,1.95,2025-11-17T19:52:00Z,5.0,1.95,2026-06-18,60000,3.21,3.21,3.21,1.0,3.21,2025-11-04T05:00:00Z,4.0,3.21,0.5619,0.2363,0.0183,0.0428,-0.0131,0.0924
BTC270115P00038000,7.17,7.17,7.17,1.0,7.17,2025-11-19T05:00:00Z,1.0,7.17,8.91,27,A,6.37,16,U,A,2025-11-19T19:11:18.864555414Z,f,7.17,1.0,2025-11-19T16:46:12.497450274Z,I,7.17,7.17,7.17,1.0,7.17,2025-11-19T16:46:00Z,1.0,7.17,2027-01-15,38000,,,,,,,,,0.5632,-0.3334,0.0152,-0.2404,-0.0083,0.1542
BTC251121P00052000,11.2,11.2,11.2,1.0,11.2,2025-11-18T05:00:00Z,5.0,11.2,12.93,31,C,10.92,61,B,A,2025-11-19T19:11:11.366314892Z,I,11.11,5.0,2025-11-18T15:45:32.856651201Z,N,11.2,11.2,11.2,1.0,11.2,2025-11-18T15:45:00Z,5.0,11.2,2025-11-21,52000,10.26,10.26,10.26,1.0,10.26,2025-11-17T05:00:00Z,3.0,10.26,,,,,,
BTC260618C00025000,,,,,,,,,18.11,372,X,15.63,117,B,A,2025-11-19T19:10:17.303555881Z,,,,,,,,,,,,,,2026-06-18,25000,,,,,,,,,0.7426,0.8703,0.0095,0.1009,-0.0129,0.0633
BTC280121P00080000,,,,,,,,,41.83,14,M,39.55,10,U, ,2025-11-19T19:09:05.810462956Z,,,,,,,,,,,,,,2028-01-21,80000,,,,,,,,,0.5713,-0.6308,0.0114,-1.4246,-0.002,0.2193
BTC260116P00072000,,,,,,,,,32.82,20,B,30.76,20,Z, ,2025-11-19T19:11:13.708158397Z,,,,,,,,,,,,,,2026-01-16,72000,,,,,,,,,,,,,,
BTC251121P00046000,6.7,6.7,5.67,5.0,5.67,2025-11-19T05:00:00Z,13.0,6.357692,7.12,126,X,6.27,86,A,A,2025-11-19T19:11:05.402205646Z,I,6.7,5.0,2025-11-19T18:28:27.511617563Z,C,6.7,6.7,6.7,1.0,6.7,2025-11-19T18:28:00Z,5.0,6.7,2025-11-21,46000,4.8,5.38,4.8,3.0,5.38,2025-11-18T05:00:00Z,9.0,5.082222,,,,,,
BTC260116C00035000,6.8,7.3,6.8,2.0,7.3,2025-11-19T05:00:00Z,2.0,7.05,6.5,62,A,6.02,23,U,A,2025-11-19T19:11:13.708539004Z,I,6.8,1.0,2025-11-19T15:34:17.110245162Z,U,6.8,6.8,6.8,1.0,6.8,2025-11-19T15:34:00Z,1.0,6.8,2026-01-16,35000,7.51,7.51,7.51,1.0,7.51,2025-11-18T05:00:00Z,5.0,7.51,0.5854,0.7438,0.035,0.0367,-0.028,0.0506
BTC280121P00055000,,,,,,,,,22.85,8,E,18.58,12,U,A,2025-11-19T19:11:18.398594886Z,,,,,,,,,,,,,,2028-01-21,55000,,,,,,,,,0.5444,-0.4698,0.0126,-0.8526,-0.0044,0.2313
BTC260116P00053000,5.55,5.55,4.9,3.0,4.9,2025-10-27T04:00:00Z,6.0,5.341667,13.95,18,M,11.93,35,B, ,2025-11-19T19:11:13.707683415Z,a,5.55,1.0,2025-10-27T14:25:37.495680773Z,A,5.55,5.55,5.55,1.0,5.55,2025-10-27T14:25:00Z,1.0,5.55,2026-01-16,53000,6.95,6.95,6.95,1.0,6.95,2025-10-20T04:00:00Z,5.0,6.95,,,,,,
BTC260618C00044000,,,,,,,,,5.99,364,X,4.58,133,A, ,2025-11-19T19:11:13.70778934Z,,,,,,,,,,,,,,2026-06-18,44000,,,,,,,,,0.5598,0.5025,0.0238,0.084,-0.0173,0.1196
BTC280121P00061000,,,,,,,,,28.06,1,P,23.65,13,E,A,2025-11-19T19:10:17.642740631Z,,,,,,,,,,,,,,2028-01-21,61000,,,,,,,,,0.5768,-0.5016,0.0119,-0.9915,-0.0043,0.2319
BTC251121P00061000,8.05,8.05,7.95,2.0,7.95,2025-10-08T04:00:00Z,2.0,8.0,21.93,38,A,20.12,55,B,A,2025-11-19T19:11:05.27380494Z,a,8.05,1.0,2025-10-08T15:54:06.175383596Z,I,8.05,8.05,7.95,2.0,7.95,2025-10-08T15:54:00Z,2.0,8.0,2025-11-21,61000,,,,,,,,,,,,,,
BTC251121C00046000,0.13,0.13,0.13,1.0,0.13,2025-11-18T05:00:00Z,1.0,0.13,0.77,575,A,0.0,0,?,A,2025-11-19T19:01:45.105276266Z,g,0.13,1.0,2025-11-18T19:32:33.538457673Z,C,0.13,0.13,0.13,1.0,0.13,2025-11-18T19:32:00Z,1.0,0.13,2025-11-21,46000,0.03,0.1,0.03,29.0,0.08,2025-11-17T05:00:00Z,128.0,0.051641,,,,,,
BTC260320P00066000,,,,,,,,,26.65,34,X,24.62,28,Z, ,2025-11-19T19:00:27.016482561Z,,,,,,,,,,,,,,2026-03-20,66000,,,,,,,,,,,,,,
BTC260116P00070000,28.25,28.25,28.25,2.0,28.25,2025-11-17T05:00:00Z,10.0,28.25,31.58,17,Z,28.89,20,Z, ,2025-11-19T18:52:53.694122911Z,g,28.25,5.0,2025-11-17T16:44:04.365872224Z,C,28.25,28.25,28.25,2.0,28.25,2025-11-17T16:44:00Z,10.0,28.25,2026-01-16,70000,18.8,18.85,18.75,11.0,18.8,2025-07-21T04:00:00Z,120.0,18.81025,0.6951,-0.9719,0.0059,-0.109,0.0013,0.0101
BTC260618C00056000,,,,,,,,,3.18,534,A,1.78,220,A,A,2025-11-19T19:10:47.776442514Z,,,,,,,,,,,,,,2026-06-18,56000,,,,,,,,,0.5617,0.2888,0.0203,0.0515,-0.0145,0.1024
BTC260320P00067000,,,,,,,,,28.43,31,B,25.58,34,A,A,2025-11-19T19:01:04.835219256Z,,,,,,,,,,,,,,2026-03-20,67000,,,,,,,,,0.5314,-0.9379,0.0101,-0.2122,0.0006,0.0278
BTC260116C00072000,1.24,1.24,1.24,1.0,1.24,2025-10-02T04:00:00Z,3.0,1.24,0.73,323,A,0.0,0,?,A,2025-11-19T19:00:45.653314437Z,I,1.24,3.0,2025-10-02T13:43:46.776168404Z,Z,1.24,1.24,1.24,1.0,1.24,2025-10-02T13:43:00Z,3.0,1.24,2026-01-16,72000,,,,,,,,,,,,,,
BTC260618C00070000,2.04,2.04,2.04,1.0,2.04,2025-11-04T05:00:00Z,6.0,2.04,3.08,431,A,0.0,0,?,A,2025-11-19T19:10:00.286117948Z,f,2.04,6.0,2025-11-04T15:29:24.142567483Z,C,2.04,2.04,2.04,1.0,2.04,2025-11-04T15:29:00Z,6.0,2.04,2026-06-18,70000,,,,,,,,,,,,,,
BTC251219C00048000,0.3,0.42,0.26,5.0,0.4,2025-11-19T05:00:00Z,12.0,0.341667,0.43,21,C,0.0,0,?,A,2025-11-19T19:11:08.504830045Z,g,0.3,1.0,2025-11-19T18:32:24.403206064Z,C,0.3,0.3,0.3,1.0,0.3,2025-11-19T18:32:00Z,1.0,0.3,2025-12-19,48000,0.5,0.55,0.45,12.0,0.49,2025-11-18T05:00:00Z,79.0,0.505443,,,,,,
BTC251219C00025000,17.8,17.8,17.8,1.0,17.8,2025-11-14T05:00:00Z,3.0,17.8,16.7,425,A,14.27,42,X, ,2025-11-19T19:11:13.707925764Z,I,17.66,3.0,2025-11-14T18:10:40.748103503Z,U,17.8,17.8,17.8,1.0,17.8,2025-11-14T18:10:00Z,3.0,17.8,2025-12-19,25000,28.21,28.21,28.21,1.0,28.21,2025-07-30T04:00:00Z,1.0,28.21,,,,,,
BTC270115C00062000,10.25,10.25,10.25,1.0,10.25,2025-10-10T04:00:00Z,3.0,10.25,6.32,11,E,1.52,16,A,A,2025-11-19T19:10:44.722715295Z,a,10.25,3.0,2025-10-10T15:36:45.213356294Z,X,10.25,10.25,10.25,1.0,10.25,2025-10-10T15:36:00Z,3.0,10.25,2027-01-15,62000,11.6,11.6,11.6,1.0,11.6,2025-10-06T04:00:00Z,3.0,11.6,0.5439,0.34,0.0159,0.1097,-0.0109,0.1554
BTC260320C00054000,1.75,1.75,1.75,1.0,1.75,2025-11-18T05:00:00Z,10.0,1.75,1.73,240,A,0.98,22,U,A,2025-11-19T19:11:13.707435958Z,e,1.75,10.0,2025-11-18T19:41:48.853714877Z,B,1.75,1.75,1.75,1.0,1.75,2025-11-18T19:41:00Z,10.0,1.75,2026-03-20,54000,1.8,1.85,1.8,3.0,1.85,2025-11-14T05:00:00Z,3.0,1.816667,0.5562,0.2173,0.0233,0.0239,-0.0161,0.0668
BTC251121C00045000,0.03,0.03,0.03,1.0,0.03,2025-11-19T05:00:00Z,1.0,0.03,0.03,10,U,0.0,0,?, ,2025-11-19T19:05:46.882739071Z,g,0.03,1.0,2025-11-19T17:32:55.00669187Z,C,0.03,0.03,0.03,1.0,0.03,2025-11-19T17:32:00Z,1.0,0.03,2025-11-21,45000,0.05,0.07,0.05,3.0,0.07,2025-11-18T05:00:00Z,17.0,0.064706,,,,,,
BTC251219P00058000,,,,,,,,,20.4,17,Z,16.56,20,Z,A,2025-11-19T18:43:25.771542822Z,,,,,,,,,,,,,,2025-12-19,58000,,,,,,,,,0.7043,-0.9635,0.01,-0.0464,-0.0045,0.009
BTC270115C00028000,,,,,,,,,18.54,19,A,14.24,13,E,A,2025-11-19T19:11:13.707745504Z,,,,,,,,,,,,,,2027-01-15,28000,,,,,,,,,0.6325,0.8167,0.0099,0.1829,-0.0099,0.1126
BTC251219P00065000,15.22,15.22,15.22,1.0,15.22,2025-09-23T04:00:00Z,1.0,15.22,26.33,13,Z,23.44,20,B,A,2025-11-19T19:10:16.981098709Z,n,15.31,1.0,2025-09-23T13:30:01.650949672Z,C,15.22,15.22,15.22,1.0,15.22,2025-09-23T13:30:00Z,1.0,15.22,2025-12-19,65000,,,,,,,,,,,,,,
BTC260320P00044000,4.1,4.1,4.1,1.0,4.1,2025-11-12T05:00:00Z,1.0,4.1,7.73,216,X,5.69,654,X,A,2025-11-19T19:08:47.05045383Z,I,4.1,1.0,2025-11-12T14:30:00.518041804Z,I,4.1,4.1,4.1,1.0,4.1,2025-11-12T14:30:00Z,1.0,4.1,2026-03-20,44000,4.0,4.0,4.0,1.0,4.0,2025-10-17T04:00:00Z,5.0,4.0,0.4663,-0.5894,0.0367,-0.0993,-0.0139,0.0883
BTC270115C00055000,5.9,5.9,5.7,2.0,5.7,2025-11-19T05:00:00Z,2.0,5.8,5.91,22,E,4.92,14,E,A,2025-11-19T19:11:19.22182691Z,g,5.9,1.0,2025-11-19T16:40:28.788672165Z,C,5.9,5.9,5.9,1.0,5.9,2025-11-19T16:40:00Z,1.0,5.9,2027-01-15,55000,5.93,5.93,5.68,2.0,5.68,2025-11-18T05:00:00Z,2.0,5.805,0.5589,0.4261,0.0165,0.1317,-0.0121,0.1663
BTC251219C00040000,2.38,3.1,2.38,5.0,2.6,2025-11-19T05:00:00Z,17.0,2.451765,2.42,34,E,2.07,15,E,A,2025-11-19T19:11:16.634370249Z,f,2.38,1.0,2025-11-19T16:46:12.497450274Z,I,2.38,2.38,2.38,1.0,2.38,2025-11-19T16:46:00Z,1.0,2.38,2025-12-19,40000,3.2,3.3,2.8,16.0,3.2,2025-11-18T05:00:00Z,49.0,3.159592,0.5417,0.5031,0.0651,0.0145,-0.0426,0.0451
BTC270115P00067000,,,,,,,,,31.47,13,E,26.3,12,E,A,2025-11-19T19:11:13.706989004Z,,,,,,,,,,,,,,2027-01-15,67000,,,,,,,,,0.5926,-0.6737,0.0143,-0.6411,-0.0055,0.1529
BTC280121P00047000,14.38,14.38,14.38,2.0,14.38,2025-11-17T05:00:00Z,2.0,14.38,17.8,1,P,13.18,13,E,A,2025-11-19T19:10:22.877622023Z,a,14.38,1.0,2025-11-17T14:53:33.480833356Z,E,14.38,14.38,14.38,2.0,14.38,2025-11-17T14:53:00Z,2.0,14.38,2028-01-21,47000,10.85,10.85,10.85,1.0,10.85,2025-10-13T04:00:00Z,2.0,10.85,0.5559,-0.3887,0.0119,-0.6696,-0.005,0.2228
BTC260116C00071000,0.8,0.8,0.8,1.0,0.8,2025-09-29T04:00:00Z,1.0,0.8,0.77,512,A,0.0,0,?,A,2025-11-19T19:09:05.420092696Z,a,0.8,1.0,2025-09-29T13:56:54.004365838Z,X,0.8,0.8,0.8,1.0,0.8,2025-09-29T13:56:00Z,1.0,0.8,2026-01-16,71000,0.9,0.9,0.9,1.0,0.9,2025-09-15T04:00:00Z,1.0,0.9,,,,,,
BTC270115P00050000,11.84,11.84,11.84,1.0,11.84,2025-11-06T05:00:00Z,1.0,11.84,15.95,13,U,12.65,21,A, ,2025-11-19T19:00:27.012923967Z,g,11.84,1.0,2025-11-06T15:20:15.288428062Z,C,11.84,11.84,11.84,1.0,11.84,2025-11-06T15:20:00Z,1.0,11.84,2027-01-15,50000,11.9,11.9,11.9,1.0,11.9,2025-11-04T05:00:00Z,1.0,11.9,0.508,-0.535,0.0184,-0.4093,-0.0068,0.1685
BTC280121P00042000,10.2,10.2,10.2,1.0,10.2,2025-10-17T04:00:00Z,1.0,10.2,14.23,5,A,10.02,14,S,A,2025-11-19T19:11:13.707822004Z,I,10.2,1.0,2025-10-17T14:21:48.381538414Z,P,10.2,10.2,10.2,1.0,10.2,2025-10-17T14:21:00Z,1.0,10.2,2028-01-21,42000,8.2,8.2,8.2,1.0,8.2,2025-10-14T04:00:00Z,1.0,8.2,0.5466,-0.3397,0.0115,-0.5545,-0.005,0.2129
BTC260618P00054000,,,,,,,,,16.27,35,M,14.05,47,B,A,2025-11-19T19:10:15.733584543Z,,,,,,,,,,,,,,2026-06-18,54000,,,,,,,,,0.4566,-0.7485,0.0233,-0.2583,-0.0058,0.0956
BTC260116C00066000,,,,,,,,,0.77,311,A,0.0,0,?,A,2025-11-19T19:00:41.42714474Z,,,,,,,,,,,,,,2026-01-16,66000,,,,,,,,,,,,,,
BTC280121P00057000,,,,,,,,,24.32,11,E,20.11,20,A,A,2025-11-19T19:11:12.926097849Z,,,,,,,,,,,,,,2028-01-21,57000,,,,,,,,,0.547,-0.4861,0.0125,-0.8992,-0.0043,0.2318
BTC270115P00030000,3.4,3.4,3.18,3.0,3.18,2025-11-17T05:00:00Z,3.0,3.3,4.059,17,B,2.22,22,E,A,2025-11-19T19:11:13.711318714Z,a,3.4,1.0,2025-11-17T19:29:01.728381139Z,X,3.4,3.4,3.4,1.0,3.4,2025-11-17T19:29:00Z,1.0,3.4,2027-01-15,30000,3.2,3.2,3.2,2.0,3.2,2025-11-14T05:00:00Z,6.0,3.2,0.505,-0.1979,0.013,-0.1265,-0.006,0.118
BTC251121P00051000,5.8,6.1,5.8,3.0,6.1,2025-11-07T05:00:00Z,7.0,5.842857,11.61,20,U,9.75,40,B, ,2025-11-19T19:00:27.016798553Z,I,5.8,1.0,2025-11-07T19:05:20.251610382Z,A,5.8,5.8,5.8,1.0,5.8,2025-11-07T19:05:00Z,1.0,5.8,2025-11-21,51000,6.9,6.9,5.49,2.0,5.49,2025-11-04T05:00:00Z,2.0,6.195,,,,,,
BTC260618P00051000,,,,,,,,,13.89,85,A,11.51,556,X, ,2025-11-19T19:11:16.327883824Z,,,,,,,,,,,,,,2026-06-18,51000,,,,,,,,,0.453,-0.6956,0.0258,-0.232,-0.0072,0.1049
BTC251121C00057000,0.07,0.07,0.07,1.0,0.07,2025-11-13T05:00:00Z,4.0,0.07,0.93,510,A,0.0,0,?,A,2025-11-19T19:11:11.346888563Z,I,0.07,4.0,2025-11-13T17:51:02.226301501Z,Z,0.07,0.07,0.07,1.0,0.07,2025-11-13T17:51:00Z,4.0,0.07,2025-11-21,57000,0.13,0.13,0.13,1.0,0.13,2025-11-11T05:00:00Z,1.0,0.13,,,,,,
BTC251121C00062000,0.34,0.4,0.3,10.0,0.3,2025-10-20T04:00:00Z,32.0,0.342813,0.73,508,A,0.0,0,?,A,2025-11-19T19:02:27.460005228Z,a,0.34,10.0,2025-10-20T17:59:50.850606772Z,A,0.34,0.34,0.34,2.0,0.34,2025-10-20T17:59:00Z,20.0,0.34,2025-11-21,62000,0.58,0.58,0.58,1.0,0.58,2025-10-14T04:00:00Z,1.0,0.58,,,,,,
BTC260116P00046000,5.71,5.71,5.71,1.0,5.71,2025-11-17T05:00:00Z,5.0,5.71,8.91,78,A,6.11,56,E,A,2025-11-19T19:10:56.701896067Z,g,5.71,5.0,2025-11-17T14:40:07.809113778Z,C,5.71,5.71,5.71,1.0,5.71,2025-11-17T14:40:00Z,5.0,5.71,2026-01-16,46000,5.5,5.5,5.5,1.0,5.5,2025-11-14T05:00:00Z,1.0,5.5,0.5212,-0.728,0.0405,-0.0576,-0.0196,0.0522
BTC260116C00068000,,,,,,,,,0.77,321,A,0.0,0,?,A,2025-11-19T19:04:02.311259841Z,,,,,,,,,,,,,,2026-01-16,68000,,,,,,,,,,,,,,
BTC251219C00073000,0.35,0.35,0.34,2.0,0.34,2025-11-17T05:00:00Z,2.0,0.345,0.77,359,A,0.0,0,?,A,2025-11-19T19:09:05.428297073Z,f,0.35,1.0,2025-11-17T14:55:05.343820309Z,W,0.35,0.35,0.34,2.0,0.34,2025-11-17T14:55:00Z,2.0,0.345,2025-12-19,73000,0.3,0.3,0.3,1.0,0.3,2025-10-17T04:00:00Z,1.0,0.3,,,,,,
BTC260320C00070000,0.34,0.34,0.34,1.0,0.34,2025-11-19T05:00:00Z,1.0,0.34,0.47,17,U,0.12,16,U,A,2025-11-19T19:00:28.906040749Z,a,0.34,1.0,2025-11-19T17:54:43.680372899Z,I,0.34,0.34,0.34,1.0,0.34,2025-11-19T17:54:00Z,1.0,0.34,2026-03-20,70000,0.8,0.8,0.8,1.0,0.8,2025-11-13T05:00:00Z,1.0,0.8,0.567,0.0599,0.0092,0.0069,-0.0066,0.027
BTC251121C00035000,6.33,6.33,5.5,8.0,5.5,2025-11-18T05:00:00Z,21.0,5.809524,6.01,382,C,4.21,23,U,A,2025-11-19T19:11:14.578465392Z,a,6.33,3.0,2025-11-18T19:02:26.302902167Z,E,6.33,6.33,6.33,1.0,6.33,2025-11-18T19:02:00Z,3.0,6.33,2025-11-21,35000,5.6,6.9,5.6,15.0,6.9,2025-11-17T05:00:00Z,25.0,6.168,,,,,,
BTC260116P00030000,0.47,0.47,0.47,1.0,0.47,2025-11-18T05:00:00Z,3.0,0.47,0.83,26,M,0.33,19,E, ,2025-11-19T19:11:13.709676629Z,a,0.47,3.0,2025-11-18T16:19:06.062367598Z,X,0.47,0.47,0.47,1.0,0.47,2025-11-18T16:19:00Z,3.0,0.47,2026-01-16,30000,0.44,0.44,0.44,1.0,0.44,2025-11-17T05:00:00Z,1.0,0.44,0.6328,-0.1084,0.0187,-0.0077,-0.0154,0.0292
BTC260116P00065000,15.0,15.0,15.0,1.0,15.0,2025-07-11T04:00:00Z,9.0,15.0,26.15,15,X,24.13,20,B, ,2025-11-19T19:00:05.195792038Z,I,15.0,9.0,2025-07-11T14:59:07.066672086Z,I,15.0,15.0,15.0,1.0,15.0,2025-07-11T14:59:00Z,9.0,15.0,2026-01-16,65000,17.98,17.98,17.93,4.0,17.93,2025-07-07T04:00:00Z,9.0,17.974444,,,,,,
