symbol,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,expires,price
BTC270115C00026000,0.6071,0.8365,0.0099,0.1811,-0.0088,0.1014,17.5,17.5,17.5,2.0,17.5,2025-11-19T05:00:00Z,24.0,17.5,18.26,75,A,14.35,35,A,A,2025-11-20T19:53:44.05241264Z,I,17.5,12.0,2025-11-19T20:20:52.085173645Z,N,17.5,17.5,17.5,2.0,17.5,2025-11-19T20:20:00Z,24.0,17.5,24.66,24.66,24.66,1.0,24.66,2025-10-30T04:00:00Z,5.0,24.66,2027-01-15,26000
BTC260116C00046000,0.5811,0.2543,0.0365,0.0133,-0.0256,0.0485,1.05,1.05,1.05,1.0,1.05,2025-11-20T05:00:00Z,5.0,1.05,1.53,567,A,0.87,68,B,O,2025-11-20T19:52:46.521126924Z,I,1.05,5.0,2025-11-20T17:35:19.045841913Z,P,1.05,1.05,1.05,1.0,1.05,2025-11-20T17:35:00Z,5.0,1.05,1.3,1.35,1.3,3.0,1.35,2025-11-19T05:00:00Z,9.0,1.305556,2026-01-16,46000
BTC280121C00075000,0.5486,0.3669,0.0122,0.19,-0.0081,0.2122,6.64,6.64,6.64,1.0,6.64,2025-11-17T05:00:00Z,1.0,6.64,7.61,32,A,2.95,37,A,A,2025-11-20T19:53:13.107113513Z,a,6.64,1.0,2025-11-17T15:19:02.728366159Z,X,6.64,6.64,6.64,1.0,6.64,2025-11-17T15:19:00Z,1.0,6.64,8.45,8.45,8.45,1.0,8.45,2025-11-12T05:00:00Z,3.0,8.45,2028-01-21,75000
BTC260618C00057000,0.546,0.2409,0.0197,0.0423,-0.0125,0.0904,4.2,4.2,4.2,1.0,4.2,2025-11-05T05:00:00Z,2.0,4.2,2.74,314,A,0.98,351,A,A,2025-11-20T19:53:41.284697872Z,f,4.2,2.0,2025-11-05T16:00:11.00441389Z,J,4.2,4.2,4.2,1.0,4.2,2025-11-05T16:00:00Z,2.0,4.2,,,,,,,,,2026-06-18,57000
BTC260320C00080000,,,,,,,0.45,0.45,0.45,1.0,0.45,2025-11-12T05:00:00Z,1.0,0.45,0.77,334,A,0.0,0,?,A,2025-11-20T19:45:48.222649122Z,I,0.45,1.0,2025-11-12T19:33:01.304964037Z,I,0.45,0.45,0.45,1.0,0.45,2025-11-12T19:33:00Z,1.0,0.45,0.6,0.6,0.6,1.0,0.6,2025-11-05T05:00:00Z,30.0,0.6,2026-03-20,80000
BTC260116C00065000,,,,,,,0.25,0.25,0.25,1.0,0.25,2025-11-17T05:00:00Z,1.0,0.25,0.37,9,S,0.0,0,?,A,2025-11-20T19:45:48.207232046Z,I,0.25,1.0,2025-11-17T16:04:42.347792484Z,E,0.25,0.25,0.25,1.0,0.25,2025-11-17T16:04:00Z,1.0,0.25,0.19,0.19,0.19,1.0,0.19,2025-11-14T05:00:00Z,10.0,0.19,2026-01-16,65000
BTC260116C00050000,0.5731,0.1488,0.0268,0.0079,-0.0182,0.0351,0.55,0.7,0.55,6.0,0.7,2025-11-20T05:00:00Z,69.0,0.653768,0.73,35,P,0.48,5,I, ,2025-11-20T19:52:04.037329276Z,I,0.55,12.0,2025-11-20T18:14:34.406207122Z,U,0.55,0.55,0.55,1.0,0.55,2025-11-20T18:14:00Z,12.0,0.55,0.68,0.75,0.6,14.0,0.75,2025-11-19T05:00:00Z,168.0,0.720714,2026-01-16,50000
BTC270115P00064000,0.5324,-0.7066,0.0157,-0.6152,-0.0038,0.1414,,,,,,,,,28.32,21,P,24.29,15,E, ,2025-11-20T19:37:04.342906369Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,64000
BTC280121P00052000,0.5318,-0.4636,0.0133,-0.7936,-0.0042,0.2239,13.55,13.55,13.55,1.0,13.55,2025-10-13T04:00:00Z,2.0,13.55,20.95,13,S,16.72,17,S, ,2025-11-20T19:43:54.848978584Z,f,13.55,2.0,2025-10-13T13:30:02.567099916Z,J,13.55,13.55,13.55,1.0,13.55,2025-10-13T13:30:00Z,2.0,13.55,13.0,13.2,12.98,9.0,13.07,2025-10-10T04:00:00Z,19.0,13.027368,2028-01-21,52000
BTC251121C00048000,,,,,,,0.06,0.06,0.02,2.0,0.02,2025-11-20T05:00:00Z,3.0,0.033333,0.03,169,J,0.0,0,?, ,2025-11-20T18:24:33.218842372Z,f,0.06,1.0,2025-11-20T16:51:19.818401187Z,I,0.06,0.06,0.06,1.0,0.06,2025-11-20T16:51:00Z,1.0,0.06,0.05,0.05,0.05,1.0,0.05,2025-11-19T05:00:00Z,2.0,0.05,2025-11-21,48000
BTC251121C00059000,,,,,,,0.25,0.25,0.25,1.0,0.25,2025-11-19T05:00:00Z,1.0,0.25,0.07,1,I,0.0,0,?, ,2025-11-20T17:34:11.368297124Z,g,0.25,1.0,2025-11-19T18:41:52.504118725Z,M,0.25,0.25,0.25,1.0,0.25,2025-11-19T18:41:00Z,1.0,0.25,0.07,0.08,0.07,3.0,0.08,2025-11-10T05:00:00Z,58.0,0.07931,2025-11-21,59000
BTC251219C00042000,0.5415,0.3036,0.0599,0.0084,-0.0363,0.0377,1.05,1.35,1.05,9.0,1.05,2025-11-20T05:00:00Z,244.0,1.200041,1.07,24,B,1.02,11,T, ,2025-11-20T19:54:00.306427792Z,g,1.05,1.0,2025-11-20T19:37:09.09686652Z,C,1.05,1.05,1.05,1.0,1.05,2025-11-20T19:37:00Z,1.0,1.05,1.47,1.75,1.4,9.0,1.75,2025-11-19T05:00:00Z,28.0,1.499643,2025-12-19,42000
BTC260116P00054000,,,,,,,14.0,14.0,14.0,1.0,14.0,2025-11-19T05:00:00Z,1.0,14.0,16.35,34,X,14.33,35,B, ,2025-11-20T19:53:09.827151246Z,I,14.0,1.0,2025-11-19T14:30:02.190474968Z,D,14.0,14.0,14.0,1.0,14.0,2025-11-19T14:30:00Z,1.0,14.0,11.8,11.8,11.8,1.0,11.8,2025-11-14T05:00:00Z,10.0,11.8,2026-01-16,54000
BTC270115P00053000,0.5053,-0.6006,0.0186,-0.4624,-0.0057,0.1587,10.6,10.6,10.6,1.0,10.6,2025-10-08T04:00:00Z,4.0,10.6,18.52,13,E,15.7,8,P,A,2025-11-20T19:45:48.206326035Z,I,10.6,4.0,2025-10-08T17:37:39.282173916Z,Z,10.6,10.6,10.6,1.0,10.6,2025-10-08T17:37:00Z,4.0,10.6,9.0,9.98,9.0,3.0,9.98,2025-10-06T04:00:00Z,6.0,9.816667,2027-01-15,53000
BTC270115C00046000,0.5897,0.5356,0.0164,0.1494,-0.0127,0.1633,11.9,11.9,11.9,1.0,11.9,2025-11-12T05:00:00Z,5.0,11.9,8.56,79,A,6.51,61,A,A,2025-11-20T19:53:44.10924319Z,f,11.9,5.0,2025-11-12T14:46:20.878269653Z,M,11.9,11.9,11.9,1.0,11.9,2025-11-12T14:46:00Z,5.0,11.9,12.0,12.0,12.0,1.0,12.0,2025-11-10T05:00:00Z,10.0,12.0,2027-01-15,46000
BTC260116C00036000,0.6893,0.6488,0.0356,0.0304,-0.036,0.0561,,,,,,,,,6.18,812,X,4.56,47,N,A,2025-11-20T19:53:47.219675052Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,36000
BTC260618C00049000,0.5841,0.3865,0.0226,0.0641,-0.0166,0.1111,7.5,7.5,7.5,1.0,7.5,2025-10-30T04:00:00Z,5.0,7.5,4.53,387,A,2.77,8,U,A,2025-11-20T19:53:56.559016075Z,I,7.5,5.0,2025-10-30T17:23:20.060964512Z,A,7.5,7.5,7.5,1.0,7.5,2025-10-30T17:23:00Z,5.0,7.5,8.96,8.96,8.96,1.0,8.96,2025-10-29T04:00:00Z,1.0,8.96,2026-06-18,49000
BTC260116P00067000,,,,,,,,,,,,,,,29.42,16,X,26.78,20,E, ,2025-11-20T19:53:57.209077228Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,67000
BTC260320C00041000,0.5558,0.4928,0.0327,0.049,-0.0218,0.0875,4.03,4.03,4.03,1.0,4.03,2025-11-20T05:00:00Z,30.0,4.03,4.36,557,A,3.54,42,P,A,2025-11-20T19:53:57.413074031Z,a,4.03,30.0,2025-11-20T18:19:45.966369949Z,I,4.03,4.03,4.03,1.0,4.03,2025-11-20T18:19:00Z,30.0,4.03,4.47,4.8,4.47,2.0,4.8,2025-11-19T05:00:00Z,8.0,4.5525,2026-03-20,41000
BTC260116P00042000,0.434,-0.6636,0.0556,-0.0472,-0.0178,0.0552,,,,,,,,,5.72,237,X,3.92,804,X, ,2025-11-20T19:54:00.457164542Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,42000
BTC251219P00058000,0.7252,-0.9724,0.0081,-0.0452,-0.0024,0.0068,,,,,,,,,20.78,16,Z,18.49,20,Z,A,2025-11-20T19:28:29.41151993Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,58000
BTC280121C00049000,0.583,0.5889,0.0118,0.2603,-0.0092,0.2192,17.57,17.57,17.57,1.0,17.57,2025-10-20T04:00:00Z,1.0,17.57,12.67,51,A,8.4,29,A,A,2025-11-20T19:53:47.984895289Z,g,17.57,1.0,2025-10-20T16:11:08.70406933Z,C,17.57,17.57,17.57,1.0,17.57,2025-10-20T16:11:00Z,1.0,17.57,15.4,15.41,15.4,6.0,15.4,2025-10-14T04:00:00Z,8.0,15.40125,2028-01-21,49000
BTC251219P00057000,,,,,,,,,,,,,,,19.63,15,X,17.36,20,E, ,2025-11-20T19:53:41.632575228Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,57000
BTC251121C00060000,,,,,,,0.03,0.03,0.03,2.0,0.03,2025-11-20T05:00:00Z,2.0,0.03,0.03,2,J,0.0,0,?, ,2025-11-20T16:13:33.257002634Z,f,0.03,1.0,2025-11-20T18:06:24.251672291Z,W,0.03,0.03,0.03,2.0,0.03,2025-11-20T18:06:00Z,2.0,0.03,0.05,0.05,0.05,1.0,0.05,2025-11-19T05:00:00Z,1.0,0.05,2025-11-21,60000
BTC260116P00053000,,,,,,,5.55,5.55,4.9,3.0,4.9,2025-10-27T04:00:00Z,6.0,5.341667,14.86,16,A,13.62,35,B, ,2025-11-20T19:45:48.207998905Z,a,5.55,1.0,2025-10-27T14:25:37.495680773Z,A,5.55,5.55,5.55,1.0,5.55,2025-10-27T14:25:00Z,1.0,5.55,6.95,6.95,6.95,1.0,6.95,2025-10-20T04:00:00Z,5.0,6.95,2026-01-16,53000
BTC251219C00064000,,,,,,,0.35,0.35,0.35,1.0,0.35,2025-11-11T05:00:00Z,10.0,0.35,0.73,450,A,0.0,0,?,A,2025-11-20T19:45:48.220715614Z,e,0.35,10.0,2025-11-11T19:41:57.883399685Z,B,0.35,0.35,0.35,1.0,0.35,2025-11-11T19:41:00Z,10.0,0.35,0.25,0.25,0.25,1.0,0.25,2025-10-30T04:00:00Z,2.0,0.25,2025-12-19,64000
BTC251219C00068000,,,,,,,1.15,1.15,1.15,1.0,1.15,2025-10-08T04:00:00Z,1.0,1.15,0.73,457,A,0.0,0,?,A,2025-11-20T19:45:48.221722606Z,I,1.28,1.0,2025-10-08T17:23:12.766813999Z,E,1.15,1.15,1.15,1.0,1.15,2025-10-08T17:23:00Z,1.0,1.15,,,,,,,,,2025-12-19,68000
BTC260618C00042000,0.6007,0.528,0.0228,0.0828,-0.018,0.1155,7.6,7.6,7.6,1.0,7.6,2025-11-14T05:00:00Z,2.0,7.6,6.78,699,X,4.85,54,N,A,2025-11-20T19:53:02.929446369Z,I,7.6,2.0,2025-11-14T16:23:05.644598633Z,I,7.6,7.6,7.6,1.0,7.6,2025-11-14T16:23:00Z,2.0,7.6,,,,,,,,,2026-06-18,42000
BTC251121P00060000,,,,,,,,,,,,,,,21.61,19,U,20.42,38,B, ,2025-11-20T19:45:48.206393618Z,,,,,,,,,,,,,,,,,,,,,,2025-11-21,60000
BTC260116P00036000,0.4442,-0.3194,0.0532,-0.0215,-0.0196,0.054,,,,,,,,,2.34,114,B,0.73,882,X, ,2025-11-20T19:53:27.162143009Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,36000
BTC260116P00033000,0.5429,-0.2046,0.0346,-0.0139,-0.0195,0.0429,1.17,1.17,1.17,1.0,1.17,2025-11-20T05:00:00Z,1.0,1.17,1.48,77,B,0.62,585,A,A,2025-11-20T19:53:41.214605845Z,a,1.17,1.0,2025-11-20T17:18:30.219856734Z,J,1.17,1.17,1.17,1.0,1.17,2025-11-20T17:18:00Z,1.0,1.17,,,,,,,,,2026-01-16,33000
BTC260618C00050000,0.5823,0.3683,0.0223,0.0615,-0.0163,0.1094,3.75,3.85,3.75,2.0,3.85,2025-11-17T05:00:00Z,9.0,3.805556,4.35,374,A,2.47,113,B, ,2025-11-20T19:54:00.692775814Z,a,3.75,4.0,2025-11-17T19:52:38.512352807Z,X,3.75,3.75,3.75,1.0,3.75,2025-11-17T19:52:00Z,4.0,3.75,6.0,6.0,6.0,1.0,6.0,2025-11-13T05:00:00Z,1.0,6.0,2026-06-18,50000
BTC280121P00050000,0.5526,-0.434,0.0126,-0.7488,-0.0046,0.2218,16.68,16.68,16.68,1.0,16.68,2025-11-19T05:00:00Z,10.0,16.68,19.77,38,A,16.04,25,P,A,2025-11-20T19:53:37.530017532Z,f,16.68,10.0,2025-11-19T14:30:35.85372211Z,A,16.68,16.68,16.68,1.0,16.68,2025-11-19T14:30:00Z,10.0,16.68,14.4,14.8,14.4,2.0,14.8,2025-11-07T05:00:00Z,20.0,14.6,2028-01-21,50000
BTC270115P00063000,0.5542,-0.6818,0.0157,-0.5983,-0.0047,0.1466,,,,,,,,,27.51,7,U,24.07,12,E,A,2025-11-20T19:53:55.867668301Z,,,,,,,,,,,,,,,,,,,,,,2027-01-15,63000
BTC260320C00070000,0.6474,0.0796,0.0104,0.0086,-0.009,0.0325,0.45,0.45,0.45,1.0,0.45,2025-11-20T05:00:00Z,5.0,0.45,0.77,270,A,0.12,31,U,A,2025-11-20T19:53:20.322059723Z,I,0.45,5.0,2025-11-20T14:30:00.608424965Z,X,0.45,0.45,0.45,1.0,0.45,2025-11-20T14:30:00Z,5.0,0.45,0.31,0.34,0.31,2.0,0.34,2025-11-19T05:00:00Z,2.0,0.325,2026-03-20,70000
BTC270115C00057000,0.5865,0.3997,0.016,0.119,-0.012,0.1587,7.4,7.4,7.4,1.0,7.4,2025-11-07T05:00:00Z,28.0,7.4,6.03,13,E,3.93,8,U,A,2025-11-20T19:45:48.206251663Z,I,7.4,28.0,2025-11-07T15:53:02.955632036Z,U,7.4,7.4,7.4,1.0,7.4,2025-11-07T15:53:00Z,28.0,7.4,,,,,,,,,2027-01-15,57000
BTC260116C00030000,0.8453,0.8195,0.0206,0.0335,-0.0318,0.0397,12.13,12.13,12.13,2.0,12.13,2025-11-18T05:00:00Z,5.0,12.13,10.89,454,A,8.95,31,B,A,2025-11-20T19:53:32.86386356Z,a,12.13,3.0,2025-11-18T19:41:53.159028873Z,E,12.13,12.13,12.13,2.0,12.13,2025-11-18T19:41:00Z,5.0,12.13,23.7,23.7,23.7,1.0,23.7,2025-10-10T04:00:00Z,1.0,23.7,2026-01-16,30000
BTC260320C00055000,0.5792,0.1871,0.0212,0.0198,-0.0149,0.059,1.34,1.35,1.34,7.0,1.34,2025-11-20T05:00:00Z,10.0,1.342,1.57,529,A,0.68,55,A,A,2025-11-20T19:53:40.847990292Z,f,1.34,2.0,2025-11-20T16:08:59.424683533Z,W,1.34,1.35,1.34,7.0,1.34,2025-11-20T16:08:00Z,10.0,1.342,1.3,1.65,1.3,9.0,1.65,2025-11-19T05:00:00Z,100.0,1.5065,2026-03-20,55000
BTC260116P00064000,,,,,,,,,,,,,,,26.18,20,E,24.05,20,E, ,2025-11-20T19:46:31.714300591Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,64000
BTC280121P00047000,0.5305,-0.4133,0.013,-0.677,-0.0045,0.2195,14.38,14.38,14.38,2.0,14.38,2025-11-17T05:00:00Z,2.0,14.38,17.04,37,A,13.73,26,P,A,2025-11-20T19:53:58.217047275Z,a,14.38,1.0,2025-11-17T14:53:33.480833356Z,E,14.38,14.38,14.38,2.0,14.38,2025-11-17T14:53:00Z,2.0,14.38,10.85,10.85,10.85,1.0,10.85,2025-10-13T04:00:00Z,2.0,10.85,2028-01-21,47000
BTC251219C00058000,,,,,,,0.12,0.12,0.12,1.0,0.12,2025-11-14T05:00:00Z,1.0,0.12,0.77,473,A,0.0,0,?,A,2025-11-20T19:42:14.620397074Z,a,0.12,1.0,2025-11-14T19:11:46.365368882Z,X,0.12,0.12,0.12,1.0,0.12,2025-11-14T19:11:00Z,1.0,0.12,0.3,0.3,0.3,1.0,0.3,2025-11-11T05:00:00Z,1.0,0.3,2025-12-19,58000
BTC260320C00047000,0.5692,0.3342,0.0291,0.0344,-0.02,0.0798,2.45,2.45,2.45,1.0,2.45,2025-11-19T05:00:00Z,2.0,2.45,2.74,520,A,1.93,40,N,A,2025-11-20T19:53:53.800197561Z,a,2.45,2.0,2025-11-19T17:29:38.073696064Z,E,2.45,2.45,2.45,1.0,2.45,2025-11-19T17:29:00Z,2.0,2.45,2.6,3.8,2.6,11.0,3.8,2025-11-17T05:00:00Z,28.0,3.2,2026-03-20,47000
BTC260320P00059000,0.4776,-0.919,0.0143,-0.1825,-0.0007,0.0329,,,,,,,,,21.44,17,U,19.25,31,B, ,2025-11-20T19:45:48.208550158Z,,,,,,,,,,,,,,,,,,,,,,2026-03-20,59000
BTC251219P00059000,0.7749,-0.9685,0.0085,-0.0458,-0.0039,0.0076,,,,,,,,,21.78,15,X,19.52,20,B,A,2025-11-20T19:53:54.974965211Z,,,,,,,,,,,,,,,,,,,,,,2025-12-19,59000
BTC260320C00053000,0.5981,0.2291,0.0231,0.0239,-0.0173,0.0665,1.8,1.8,1.8,1.0,1.8,2025-11-18T05:00:00Z,5.0,1.8,2.21,481,A,0.77,6,P,A,2025-11-20T19:53:34.345298526Z,f,1.8,5.0,2025-11-18T18:29:02.518903821Z,M,1.8,1.8,1.8,1.0,1.8,2025-11-18T18:29:00Z,5.0,1.8,2.01,2.01,2.01,1.0,2.01,2025-11-17T05:00:00Z,1.0,2.01,2026-03-20,53000
BTC260116P00070000,,,,,,,28.25,28.25,28.25,2.0,28.25,2025-11-17T05:00:00Z,10.0,28.25,32.84,20,Z,30.72,20,E, ,2025-11-20T19:51:50.677840302Z,g,28.25,5.0,2025-11-17T16:44:04.365872224Z,C,28.25,28.25,28.25,2.0,28.25,2025-11-17T16:44:00Z,10.0,28.25,18.8,18.85,18.75,11.0,18.8,2025-07-21T04:00:00Z,120.0,18.81025,2026-01-16,70000
BTC270115C00053000,0.5531,0.4271,0.0173,0.1282,-0.0117,0.1612,6.2,6.2,6.2,1.0,6.2,2025-11-17T05:00:00Z,2.0,6.2,6.78,32,A,3.67,22,A,A,2025-11-20T19:53:54.458168429Z,I,6.2,2.0,2025-11-17T18:02:11.019207416Z,I,6.2,6.2,6.2,1.0,6.2,2025-11-17T18:02:00Z,2.0,6.2,8.79,8.79,8.79,1.0,8.79,2025-11-05T05:00:00Z,1.0,8.79,2027-01-15,53000
BTC260116P00069000,0.7908,-0.9565,0.0077,-0.1048,-0.0025,0.014,,,,,,,,,31.39,20,Z,29.63,21,E,A,2025-11-20T19:53:39.438832897Z,,,,,,,,,,,,,,,,,,,,,,2026-01-16,69000
BTC280121P00045000,0.507,-0.4005,0.0135,-0.6268,-0.0044,0.2178,9.4,9.4,9.4,1.0,9.4,2025-09-22T04:00:00Z,2.0,9.4,15.24,26,P,11.89,24,P, ,2025-11-20T19:37:04.341960555Z,I,9.4,2.0,2025-09-22T17:10:52.183830047Z,I,9.4,9.4,9.4,1.0,9.4,2025-09-22T17:10:00Z,2.0,9.4,8.7,8.7,8.7,1.0,8.7,2025-09-19T04:00:00Z,2.0,8.7,2028-01-21,45000
BTC260618P00035000,0.4672,-0.3123,0.0261,-0.088,-0.0099,0.1027,3.6,3.6,3.5,3.0,3.5,2025-11-19T05:00:00Z,5.0,3.54,4.22,65,N,2.46,681,X,A,2025-11-20T19:53:54.239947572Z,I,3.6,2.0,2025-11-19T15:53:39.995725026Z,I,3.6,3.6,3.5,2.0,3.5,2025-11-19T15:53:00Z,3.0,3.566667,3.3,3.3,3.26,4.0,3.26,2025-11-18T05:00:00Z,6.0,3.28,2026-06-18,35000
BTC260116P00046000,0.4046,-0.8494,0.0382,-0.0631,-0.0082,0.0353,5.71,5.71,5.71,1.0,5.71,2025-11-17T05:00:00Z,5.0,5.71,8.86,58,X,6.95,51,B, ,2025-11-20T19:46:33.527963557Z,g,5.71,5.0,2025-11-17T14:40:07.809113778Z,C,5.71,5.71,5.71,1.0,5.71,2025-11-17T14:40:00Z,5.0,5.71,5.5,5.5,5.5,1.0,5.5,2025-11-14T05:00:00Z,1.0,5.5,2026-01-16,46000
BTC260320P00035000,0.5391,-0.3143,0.03,-0.0489,-0.0159,0.0779,2.69,2.69,2.6,2.0,2.6,2025-11-20T05:00:00Z,2.0,2.645,3.14,34,P,2.58,193,A, ,2025-11-20T19:54:01.289955462Z,a,2.69,1.0,2025-11-20T16:48:33.705327576Z,B,2.69,2.69,2.69,1.0,2.69,2025-11-20T16:48:00Z,1.0,2.69,2.37,2.37,2.37,1.0,2.37,2025-11-19T05:00:00Z,1.0,2.37,2026-03-20,35000
BTC251219C00066000,,,,,,,0.61,0.61,0.61,1.0,0.61,2025-10-23T04:00:00Z,1.0,0.61,0.77,455,A,0.0,0,?,A,2025-11-20T19:45:48.222303898Z,a,0.61,1.0,2025-10-23T13:54:17.848392176Z,I,0.61,0.61,0.61,1.0,0.61,2025-10-23T13:54:00Z,1.0,0.61,0.77,0.77,0.77,1.0,0.77,2025-10-14T04:00:00Z,1.0,0.77,2025-12-19,66000
BTC260116C00045000,0.5256,0.2585,0.0407,0.0137,-0.0235,0.0489,1.15,1.75,1.15,8.0,1.75,2025-11-20T05:00:00Z,15.0,1.351333,1.22,17,D,1.02,27,P, ,2025-11-20T19:45:21.975532137Z,I,1.15,4.0,2025-11-20T19:24:50.919539337Z,J,1.15,1.2,1.15,3.0,1.2,2025-11-20T19:24:00Z,8.0,1.17125,1.45,1.75,1.45,4.0,1.75,2025-11-19T05:00:00Z,12.0,1.5625,2026-01-16,45000
BTC260116C00059000,,,,,,,0.24,0.24,0.24,1.0,0.24,2025-11-19T05:00:00Z,1.0,0.24,0.73,720,A,0.0,0,?, ,2025-11-20T19:45:48.206304831Z,a,0.24,1.0,2025-11-19T20:51:24.231160227Z,A,0.24,0.24,0.24,1.0,0.24,2025-11-19T20:51:00Z,1.0,0.24,2.05,2.05,2.05,1.0,2.05,2025-10-23T04:00:00Z,1.0,2.05,2026-01-16,59000
